"catalogNumber","class","order","family","scientificName","taxonID","scientificNameAuthorship","genus","specificEpithet","infraspecificEpithet","taxonRank","identifiedBy","dateIdentified","collectedBy","recordNumber","eventDate","year","month","day","startDayOfYear","verbatimEventDate","occurrenceRemarks","habitat","informationWithheld","county","locality","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","N_latitude","W_longitude","georeferenceProtocol","georeferenceSources","georeferenceRemarks","minimumElevationInMeters","verbatimElevation","month_fctr","recordedBy_og","coll_gr"
"SUWS010164","Equisetopsida","Pinales","Pinaceae","Abies balsamea",2407,"(L.) Mill.","Abies","balsamea","","","","","Brashier","PL-217","1964-07-20",1964,7,20,202,"1964-07-20","","",NA,"Bayfield","Pigeon Lake Field Station",46.34228,-91.34901,NA,2257,"46.342280 N"," 91.349010 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","July","Brashier; Janowski","Brashier"
"SUWS010169","Equisetopsida","Pinales","Pinaceae","Picea mariana",4495,"(Mill.) Britton, Sterns & Poggenb.","Picea","mariana","","","","","Thomson, John W., Jr.","s.n.","1943-08-21",1943,8,21,233,"1943-08-21","","",NA,"Douglas","On upper Brule below Douglas Springs",46.553,-91.57658,NA,25304,"46.553000 N"," 91.576580 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","August","Thomson, John W., Jr.; Fassett, Norman C.","Thomson, John W., Jr."
"SUWS010200","Equisetopsida","Alismatales","Potamogetonaceae","Potamogeton amplifolius",4615,"Tuck.","Potamogeton","amplifolius","","","","","Swanson, Denny","44","1980-08-05",1980,8,5,218,"1980-08-05","","Growing in 1 meter of water.",NA,"Douglas","Lyman Lake; 25 miles S of Superior",46.45669,-91.98397,NA,1672,"46.456690 N"," 91.983970 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","August","Swanson, Denny","Other Collectors"
"SUWS010216","Equisetopsida","Alismatales","Potamogetonaceae","Potamogeton nodosus",4627,"Poir.","Potamogeton","nodosus","","","","","Sohmer, S. H.","7423","1973-06-05",1973,6,5,156,"1973-06-05","","",NA,"Vernon","Stoddard. Upper Mississippi Wildlife Preserve; near mile 685 of the Navigation channel [Near Stoddard]",43.63458,-91.22566,NA,4000,"43.634580 N"," 91.225660 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","June","Sohmer, S. H.","Other Collectors"
"SUWS010225","Equisetopsida","Alismatales","Potamogetonaceae","Potamogeton pusillus",4632,"L.","Potamogeton","pusillus","","","","","Koch, Rudy G.","12557","1980-07-17",1980,7,17,199,"1980-07-17","","Growing in about 12 inches of water; silt-muck bottom.",NA,"Douglas","Superior. SW end of Allouez Bay at base of Wisconsin Point; ca. 3 miles SW of Superior",46.68671,-91.98638,NA,1562,"46.686710 N"," 91.986380 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","July","Koch, Rudy G.","Koch, Rudy G."
"SUWS010318","Equisetopsida","Alismatales","Araceae","Arisaema triphyllum subsp. triphyllum",2605,"","Arisaema","triphyllum","triphyllum","subsp.","Gitar, Richard","28FEB1992","Brashier","29a","1964-06-04",1964,6,4,156,"1964-06-04","","Swampy, shaded area in deep woods, rich soil.",NA,"Manitowoc","Near Kasbuam Lake on State Hwy. 42 S of jct. with U.S. Hwy 151",44.05936,-87.73621,NA,200,"44.059360 N"," 87.736210 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","June","Brashier; Romans","Brashier"
"SUWS010320","Equisetopsida","Alismatales","Araceae","Arisaema triphyllum subsp. triphyllum",2605,"","Arisaema","triphyllum","triphyllum","subsp.","Gitar, Richard","28FEB1992","Koch, Rudy G.","6946","1971-06-03",1971,6,3,154,"1971-06-03","","Hillside, oak-hickory woods; hills of the driftless area.",NA,"Richland","Boaz. Ca. 5 miles N of Boaz",43.40249,-90.5566,NA,3000,"43.402490 N"," 90.556600 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","June","Koch, Rudy G.","Koch, Rudy G."
"SUWS010326","Equisetopsida","Alismatales","Araceae","Calla palustris",2830,"L.","Calla","palustris","","","","","Brashier","PL-25","1964-06-25",1964,6,25,177,"1964-06-25","","In water hole.",NA,"Bayfield","Near Pigeon Lake Field Station on Pigeon Lake Rd.",46.34228,-91.34901,NA,2257,"46.342280 N"," 91.349010 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","June","Brashier; Valaskey","Brashier"
"SUWS010334","Equisetopsida","Alismatales","Araceae","Lemna trisulca",4038,"L.","Lemna","trisulca","","","","","Brimmer, K.","64","1974-09-11",1974,9,11,254,"1974-09-11","","Growing floating on the surface.",NA,"La Crosse","Nelson Park; N end of French Island",43.89342,-91.26951,NA,200,"43.893420 N"," 91.269510 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","September","Brimmer, K.","Other Collectors"
"SUWS010351","Equisetopsida","Commelinales","Commelinaceae","Tradescantia ohiensis",8686,"Raf.","Tradescantia","ohiensis","","","","","Brashier","36b","1964-06-03",1964,6,3,155,"1964-06-03","","Near roadside picnic area on railroad embankment; sandy soil.",NA,"Juneau","Wonewoc. 1 mile N of Wonewoc on State Hwy. 82",43.66724,-90.22346,NA,1056,"43.667240 N"," 90.223460 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","June","Brashier; Romans","Brashier"
"SUWS010355","Equisetopsida","Poales","Eriocaulaceae","Eriocaulon aquaticum",3557,"(Hill) Druce","Eriocaulon","aquaticum","","","Castle, R.","1994","Koch, Rudy G.","10016","1975-09-13",1975,9,13,256,"1975-09-13","","Sandy slough area behind lake.",NA,"Ashland","Stockton Island. One of the Apostle Island group; ca. 10 miles NE of Bayfield",46.13035,-90.66867,NA,13163,"46.130350 N"," 90.668670 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","September","Koch, Rudy G.","Koch, Rudy G."
"SUWS010364","Equisetopsida","Poales","Juncaceae","Juncus alpinoarticulatus",3960,"Chaix","Juncus","alpinoarticulatus","","","Castle, R.","1994","Thomson, John W., Jr.","s.n.","1942-07-18",1942,7,18,199,"1942-07-18","","Island in bay.",NA,"Douglas","Superior. Sand Island in Superior Bay",46.73216,-92.0663,NA,5466,"46.732160 N"," 92.066300 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","July","Thomson, John W., Jr.; Smith, C. W.","Thomson, John W., Jr."
"SUWS010366","Equisetopsida","Poales","Juncaceae","Juncus brevicaudatus",3964,"(Engelm.) Fernald","Juncus","brevicaudatus","","","","","Koch, Rudy G.","5157","1968-09-30",1968,9,30,274,"1968-09-30","","Sandy lake margin, roots in sand maintained by wave action.",NA,"Bayfield","Drummond. Ca. 5 miles W of Drummond; opposite field station on Pigeon Lake",46.33685,-91.36282,NA,2559,"46.336850 N"," 91.362820 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","September","Koch, Rudy G.","Koch, Rudy G."
"SUWS010367","Equisetopsida","Poales","Juncaceae","Juncus bufonius",3965,"L.","Juncus","bufonius","","","","","Koch, Rudy G.","10021","1975-09-13",1975,9,13,256,"1975-09-13","","Sandy slough area behind lake.",NA,"Ashland","Stockton Island. One of the Apostle Island group; ca. 10 miles NE of Bayfield",46.13035,-90.66867,NA,13163,"46.130350 N"," 90.668670 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","September","Koch, Rudy G.","Koch, Rudy G."
"SUWS010368","Equisetopsida","Poales","Juncaceae","Juncus bufonius",3965,"L.","Juncus","bufonius","","","Harriman, Neil A.","13May1976","Koch, Rudy G.","6157","1969-08-03",1969,8,3,215,"1969-08-03","","Newley graded lawn; adjacent to sidewalk.",NA,"Douglas","Superior. UW-Superior campus",46.71784,-92.08786,NA,699,"46.717840 N"," 92.087860 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","August","Koch, Rudy G.","Koch, Rudy G."
"SUWS010369","Equisetopsida","Poales","Juncaceae","Juncus canadensis",3966,"J.Gay","Juncus","canadensis","","","Harriman, Neil A.","19Sep1974","Sohmer, S. H.","2858","1968-08-06",1968,8,6,219,"1968-08-06","","Woods and sandy soil; near public fishing area.",NA,"Monroe","Camp Mccoy. 1.5 miles W of Camp McCoy on Hwy. 21; near Fish Hatchery and La Crosse River Public Fishing Area",43.97591,-90.75207,NA,1000,"43.975910 N"," 90.752070 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","August","Sohmer, S. H.","Other Collectors"
"SUWS010371","Equisetopsida","Pinales","Pinaceae","Pinus resinosa",4505,"Aiton","Pinus","resinosa","","","","","Anderson, Danette","43","1992-10-29",1992,10,29,303,"1992-10-29","","Pine forest. Mature tree, 30 ft. height.",NA,"Douglas","Superior",46.68122,-92.06631,NA,12939,"46.681220 N"," 92.066310 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","October","Anderson, Danette","Other Collectors"
"SUWS010372","Equisetopsida","Pinales","Pinaceae","Pinus strobus",4506,"L.","Pinus","strobus","","","","","Anderson, Danette","41","1992-10-29",1992,10,29,303,"1992-10-29","","Pine forest. Mature tree, 35 ft. height.",NA,"Douglas","Superior",46.68122,-92.06631,NA,12939,"46.681220 N"," 92.066310 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","October","Anderson, Danette","Other Collectors"
"SUWS010373","Equisetopsida","Pinales","Pinaceae","Larix laricina",4014,"(Du Roi) K.Koch","Larix","laricina","","","","","Anderson, Danette","36","1992-10-04",1992,10,4,278,"1992-10-04","","Deciduous and pine forest. Mature tree, 25 ft. height.",NA,"Douglas","Superior",46.68122,-92.06631,NA,12939,"46.681220 N"," 92.066310 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","October","Anderson, Danette","Other Collectors"
"SUWS010374","Equisetopsida","Cupressales","Cupressaceae","Juniperus communis var. depressa",6709,"Pursh","Juniperus","communis","depressa","var.","","","Anderson, Danette","16","1992-09-20",1992,9,20,264,"1992-09-20","","Dry grassland with sandy soil near lake. Shrub.",NA,"Douglas","Superior. Near Lake Superior",46.69111,-91.91731,NA,29129,"46.691110 N"," 91.917310 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","September","Anderson, Danette","Other Collectors"
"SUWS010375","Equisetopsida","Equisetales","Equisetaceae","Equisetum hyemale subsp. affine",6656,"(Engelm.) Calder & Roy L.Taylor","Equisetum","hyemale","affine","subsp.","","","Anderson, Danette","18","1992-09-12",1992,9,12,256,"1992-09-12","","Grassland, sandy soil. 1.5 ft height.",NA,"Douglas","Superior",46.68122,-92.06631,NA,12939,"46.681220 N"," 92.066310 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","September","Anderson, Danette","Other Collectors"
"SUWS010376","Equisetopsida","Lycopodiales","Lycopodiaceae","Lycopodium annotinum",13350,"L.","Lycopodium","annotinum","","","","","Anderson, Danette","27","1992-10-04",1992,10,4,278,"1992-10-04","","Pine forest near lake.",NA,"Douglas","Superior. Near Lake Superior",46.69111,-91.91731,NA,29129,"46.691110 N"," 91.917310 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","October","Anderson, Danette","Other Collectors"
"SUWS010385","Equisetopsida","Lamiales","Plantaginaceae","Linaria vulgaris",4078,"Mill.","Linaria","vulgaris","","","","","Anderson, Danette","05","1992-09-12",1992,9,12,256,"1992-09-12","","Grassland.",NA,"Douglas","Superior",46.68122,-92.06631,NA,12939,"46.681220 N"," 92.066310 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","September","Anderson, Danette","Other Collectors"
"SUWS010389","Equisetopsida","Ericales","Ericaceae","Pyrola asarifolia subsp. asarifolia",6821,"","Pyrola","asarifolia","asarifolia","subsp.","","","Anderson, Danette","29","1992-10-04",1992,10,4,278,"1992-10-04","","Pine forest.",NA,"Douglas","Superior",46.68122,-92.06631,NA,12939,"46.681220 N"," 92.066310 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","October","Anderson, Danette","Other Collectors"
"SUWS010427","Equisetopsida","Asterales","Asteraceae","Cirsium discolor",3138,"(Muhl. ex Willd.) Spreng.","Cirsium","discolor","","","","","Kristiansen, Stein","92/8","1992-09-20",1992,9,20,264,"1992-09-20","","Open field, high amount of humus, light clay.",NA,"Bayfield","Iron River. 5 miles N of Iron River",46.63677,-91.40825,NA,4108,"46.636770 N"," 91.408250 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","September","Kristiansen, Stein","Other Collectors"
"SUWS010429","Equisetopsida","Asterales","Asteraceae","Anaphalis margaritacea",2518,"(L.) Benth. & Hook.f.","Anaphalis","margaritacea","","","","","Kristiansen, Stein","92-12","1992-09-20",1992,9,20,264,"1992-09-20","","Open field; light clay.",NA,"Bayfield","Iron River. 5 miles N of Iron River",46.63677,-91.40825,NA,4108,"46.636770 N"," 91.408250 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","September","Kristiansen, Stein","Other Collectors"
"SUWS010430","Equisetopsida","Asterales","Asteraceae","Aster pilosus",13431,"Willd.","Aster","pilosus","","","","","Kristiansen, Stein","92/3","1992-09-20",1992,9,20,264,"1992-09-20","","Open field; light clay.",NA,"Bayfield","Iron River. 5 miles N of Iron River",46.63677,-91.40825,NA,4108,"46.636770 N"," 91.408250 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","September","Kristiansen, Stein","Other Collectors"
"SUWS010438","Equisetopsida","Rosales","Rosaceae","Fragaria virginiana",3645,"Duchesne","Fragaria","virginiana","","","","","Munich, Robert A.","33/92","1992-10-20",1992,10,20,294,"1992-10-20","","Wet humus, many grasses, field. About 1 foot tall, running inbetween grasses, not erect.",NA,"Douglas","Superior. Billings Drive Archery Range in Superior Municipal Forest",46.68211,-92.15082,NA,2995,"46.682110 N"," 92.150820 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","October","Munich, Robert A.","Other Collectors"
"SUWS010441","Equisetopsida","Equisetales","Equisetaceae","Equisetum arvense",3530,"L.","Equisetum","arvense","","","","","Kristiansen, Stein","92-7","1992-09-03",1992,9,3,247,"1992-09-03","","Moist humus clay. Several individuals clumped together, 1.5 ft. tall.",NA,"Douglas","Superior. Northern area in Superior Municipal Forest",46.69453,-92.14991,NA,2699,"46.694530 N"," 92.149910 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","September","Kristiansen, Stein","Other Collectors"
"SUWS010444","Equisetopsida","Cupressales","Cupressaceae","Thuja occidentalis",5227,"L.","Thuja","occidentalis","","","","","Kristiansen, Stein","92-15","1992-10-30",1992,10,30,304,"1992-10-30","","Humus, moist, light clay.",NA,"Douglas","Superior. Northern area of Superior Municipal Forest",46.69453,-92.14991,NA,2699,"46.694530 N"," 92.149910 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","October","Kristiansen, Stein","Other Collectors"
"SUWS010445","Equisetopsida","Aquifoliales","Aquifoliaceae","Ilex verticillata",3923,"(L.) A.Gray","Ilex","verticillata","","","","","Kristiansen, Stein","92-5","1992-09-20",1992,9,20,264,"1992-09-20","","Edge of dense woods, open field, humus clay.",NA,"Bayfield","Iron River. 5 mile N of Iron River",46.63677,-91.40825,NA,4108,"46.636770 N"," 91.408250 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","September","Kristiansen, Stein","Other Collectors"
"SUWS010447","Equisetopsida","Rosales","Rosaceae","Rubus parviflorus",4884,"Nutt.","Rubus","parviflorus","","","","","Kristiansen, Stein","12-9","1992-10-03",1992,10,3,277,"1992-10-03","","Clay soil, dense forest canopy. Many in area.",NA,"Douglas","Superior. Northern area of Superior Municipal Forest",46.69453,-92.14991,NA,2699,"46.694530 N"," 92.149910 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","October","Kristiansen, Stein","Other Collectors"
"SUWS010448","Equisetopsida","Rosales","Rosaceae","Sorbus americana",5108,"Marshall","Sorbus","americana","","","","","Kristiansen, Stein","92-19","1992-10-03",1992,10,3,277,"1992-10-03","","Moist woods, clay soil. Shrub, 7 feet tall, multi stemmed.",NA,"Douglas","Superior. Northern part of Superior Municipal Forest",46.69453,-92.14991,NA,2699,"46.694530 N"," 92.149910 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","October","Kristiansen, Stein","Other Collectors"
"SUWS010449","Equisetopsida","Malpighiales","Salicaceae","Salix petiolaris",4957,"Sm.","Salix","petiolaris","","","","","Kristiansen, Stein","92-11","1992-09-19",1992,9,19,263,"1992-09-19","","Edge of field, with grasses, clay soil. Multi-stemmed shrub, 10 feet tall.",NA,"Douglas","Superior. Northern part of Superior Municipal Forest",46.69453,-92.14991,NA,2699,"46.694530 N"," 92.149910 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","September","Kristiansen, Stein","Other Collectors"
"SUWS010451","Equisetopsida","Pinales","Pinaceae","Picea glauca",4494,"(Moench) Voss","Picea","glauca","","","","","Kristiansen, Stein","92-14","1992-10-30",1992,10,30,304,"1992-10-30","","Moist, high amount of humus, light clay.",NA,"Douglas","Superior. Northern area of Superior Municipal Forest",46.69453,-92.14991,NA,2699,"46.694530 N"," 92.149910 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","October","Kristiansen, Stein","Other Collectors"
"SUWS010489","Equisetopsida","Lycopodiales","Lycopodiaceae","Lycopodium annotinum",13350,"L.","Lycopodium","annotinum","","","","","Thomson, John W., Jr.","s.n.","1942-04-19",1942,4,19,109,"1942-04-19","","In pine woods.",NA,"Douglas","Superior",46.68122,-92.06631,NA,12939,"46.681220 N"," 92.066310 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","April","Thomson, John W., Jr.","Thomson, John W., Jr."
"SUWS010490","Equisetopsida","Lycopodiales","Lycopodiaceae","Lycopodium annotinum",13350,"L.","Lycopodium","annotinum","","","","","McGovern, Scott","92/16","1992-09-12",1992,9,12,256,"1992-09-12","","Jack pine forest, moss covered ground well shaded area. 4-5 in moss-like plant with above ground stem with many individual sprouts.",NA,"Douglas","Superior. 100 yds. from Lake Superior",46.69111,-91.91731,NA,29129,"46.691110 N"," 91.917310 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","September","McGovern, Scott","Other Collectors"
"SUWS010491","Equisetopsida","Lycopodiales","Lycopodiaceae","Lycopodium annotinum",13350,"L.","Lycopodium","annotinum","","","Davidson, Donald W.","","Hansen, Perky","92/11","1992-09-22",1992,9,22,266,"1992-09-22","","Forest. Piney humus surounded by red pine trees and bunch berries. Collected vegetative specimen only.",NA,"Douglas","Superior. Wisconsin Point, a sand spit forming the Superior Harbor. Lake side",46.69472,-91.99265,NA,2450,"46.694720 N"," 91.992650 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","September","Hansen, Perky","Other Collectors"
"SUWS010492","Equisetopsida","Lycopodiales","Lycopodiaceae","Lycopodium annotinum",13350,"L.","Lycopodium","annotinum","","","","","Munich, Robert A.","17/92","1992-10-12",1992,10,12,286,"1992-10-12","","Very moist humus, leave covered ground, quite shaded from the sun. Low on ground, shaded area, moist soil. Grows like a vine.",NA,"Douglas","CTH A, about 8 miles S of Lake Amnicon [E of Bear Lake]",46.37426,-92.07105,NA,3876,"46.374260 N"," 92.071050 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","October","Munich, Robert A.","Other Collectors"
"SUWS010495","Equisetopsida","Lycopodiales","Lycopodiaceae","Lycopodium clavatum",4148,"L.","Lycopodium","clavatum","","","","","Zirngibl, William","s.n.","1984-09-13",1984,9,13,257,"1984-09-13","","Fossil dune in mature pine forest.",NA,"Douglas","1 mile from tip of point, lake side",46.69472,-91.99265,NA,2450,"46.694720 N"," 91.992650 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","September","Zirngibl, William","Other Collectors"
"SUWS010496","Equisetopsida","Lycopodiales","Lycopodiaceae","Lycopodium dendroideum",12974,"Michx.","Lycopodium","dendroideum","","","","","Castle, R.","s.n.","1992-09-20",1992,9,20,264,"1992-09-20","","Under red pine. To 12 in.",NA,"Douglas","Brule. W of Brule Fish hatchery on Fish Hatchery Rd.",46.53529,-91.58211,NA,1088,"46.535290 N"," 91.582110 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","September","Castle, R.","Castle, R."
"SUWS010497","Equisetopsida","Lycopodiales","Lycopodiaceae","Lycopodium dendroideum",12974,"Michx.","Lycopodium","dendroideum","","","","","McGovern, Scott","92-22","1992-10-15",1992,10,15,289,"1992-10-15","","Shaded by balsam fir, wintergreen growing too, soil with 3 in humus layer sandy underneath. 6-8 in plant evergreen-like, leaves are scale-like with above ground creeping stem.",NA,"Vilas","Arbor Vitae. Hwy 70 E 1 mile from Hwy 51; old 51 1.5 mi.; Whiches Lake Rd. 1 mi. S",45.94557,-89.65526,NA,1070,"45.945570 N"," 89.655260 W","Georeferencing Quick Reference Guide 2012-10-02","Geolocate","",NA,"","October","McGovern, Scott","Other Collectors"
