"catalogNumber","class","order","family","scientificName","taxonID","scientificNameAuthorship","genus","specificEpithet","infraspecificEpithet","taxonRank","identifiedBy","dateIdentified","collectedBy","recordNumber","eventDate","year","month","day","startDayOfYear","verbatimEventDate","occurrenceRemarks","habitat","informationWithheld","county","locality","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","georeferenceProtocol","georeferenceSources","georeferenceRemarks","minimumElevationInMeters","verbatimElevation","month_fctr","recordedBy_og","coll_gr","t_num","t_dir","r_num","r_dir"
"SUWS011537","Equisetopsida","Malpighiales","Salicaceae","Salix pyrifolia",4959,"Andersson","Salix","pyrifolia","","","","","Brashier","91a","1964-06-06",1964,6,6,158,"1964-06-06","","In brushy area adjacent to road.",NA,"Bayfield","Cornucopia. 1 block W of Cornucopia on State Hwy 13",46.84725,-91.1276,NA,1867,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"June","Brashier; Romans","Brashier",51,"N",6,"W"
"SUWS011546","Equisetopsida","Brassicales","Brassicaceae","Arabis lyrata",9711,"L.","Arabis","lyrata","","","Cochrane, Theodore S.","Jan 1971","Brashier","s.n.","1965-06-08",1965,6,8,159,"1965-06-08","","Sandy roadside.",NA,"Douglas","Gordon. 0.5 mile N of Gordon on U.S. Hwy 53",46.25413,-91.79852,NA,977,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"June","Brashier; Romans","Brashier",44,"N",11,"W"
"SUWS011550","Equisetopsida","Brassicales","Brassicaceae","Armoracia rusticana",2615,"P.Gaertn., B.Mey. & Scherb.","Armoracia","rusticana","","","","","Thomson, John W., Jr.","5236","1943-07-10",1943,7,10,191,"1943-07-10","","On cinder pile.",NA,"Douglas","Superior. Back of 920 N 22nd St., Superior",46.71231,-92.09136,NA,122,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Thomson, John W., Jr.","Thomson, John W., Jr.",49,"N",14,"W"
"SUWS011553","Equisetopsida","Brassicales","Brassicaceae","Barbarea vulgaris",2718,"W.T.Aiton","Barbarea","vulgaris","","","Cochrane, Theodore S.","Mar 1977","Brashier","23a","1964-06-01",1964,6,1,153,"1964-06-01","","Open, sandy loam pasture land.",NA,"Douglas","Patzau. 0.5 mile W of State Hwy 35 on CTH BB, on the James Romans farm [ca. 2mi E of Patzau]",46.48986,-92.18414,NA,1517,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"June","Brashier; Romans","Brashier",46,"N",15,"W"
"SUWS011554","Equisetopsida","Brassicales","Brassicaceae","Barbarea vulgaris",2718,"W.T.Aiton","Barbarea","vulgaris","","","Cochrane, Theodore S.","Feb-77","Brashier","23c","1964-06-01",1964,6,1,153,"1964-06-01","","Open, sandy loam pasture land.",NA,"Douglas","Patzau. 0.5 mile W of State Hwy 35 on CTH BB, on the James Romans farm [ca. 2mi E of Patzau]",46.48986,-92.18414,NA,1517,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"June","Brashier; Romans","Brashier",46,"N",15,"W"
"SUWS011557","Equisetopsida","Brassicales","Brassicaceae","Berteroa incana",2732,"(L.) DC.","Berteroa","incana","","","Cochrane, Theodore S.","Mar 1972","Mackensen","s.n.","1966-07-20",1966,7,20,201,"1966-07-20","","Sandy roadside, somewhat gravelly.",NA,"Bayfield","3 miles W of [Pigeon Lake] Field Station on CTH N",46.34226,-91.41192,NA,1302,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Mackensen; Brashier","Other Collectors",45,"N",8,"W"
"SUWS011558","Equisetopsida","Brassicales","Brassicaceae","Berteroa incana",2732,"(L.) DC.","Berteroa","incana","","","Cochrane, Theodore S.","Jan 1971","Holmgren","s.n.","1964-06-21",1964,6,21,173,"1964-06-21","","Roadside.",NA,"Douglas","Superior",46.68122,-92.06631,NA,12939,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"June","Holmgren; Brashier","Other Collectors",49,"N",14,"W"
"SUWS011559","Equisetopsida","Brassicales","Brassicaceae","Berteroa incana",2732,"(L.) DC.","Berteroa","incana","","","","","Anderson, D.","94-13D","1994-07-06",1994,7,6,187,"1994-07-06","","Sandy soils. To 3 feet tall, white flowers.",NA,"Douglas","Superior. Barkers Island Bird Sanctuary",46.718,-92.05575,NA,844,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Anderson, D.; Castle, R.","Other Collectors",49,"N",13,"W"
"SUWS011560","Equisetopsida","Brassicales","Brassicaceae","Berteroa incana",2732,"(L.) DC.","Berteroa","incana","","","Cochrane, Theodore S.","Mar 1972","Brashier","125a","1964-08-18",1964,8,18,231,"1964-08-18","","Very dry, sandy soil, in a gravel pit.",NA,"Douglas","Patzau. 1 mile E of Patzau on CTH BB",46.49133,-92.19972,NA,979,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"August","Brashier; Romans","Brashier",46,"N",15,"W"
"SUWS011563","Equisetopsida","Brassicales","Brassicaceae","Berteroa incana",2732,"(L.) DC.","Berteroa","incana","","","Cochrane, Theodore S.","Jan 1971","Romans","s.n.","1964-06-02",1964,6,2,154,"1964-06-02","","Sandy hilltop area adjacent to road leading down to park and river.",NA,"St. Croix","Somerset. Within city limits of Somerset at entrance to city park on Hwy 35",45.12547,-92.67195,NA,1500,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"June","Romans; Brashier","Romans",31,"N",19,"W"
"SUWS011564","Equisetopsida","Brassicales","Brassicaceae","Berteroa incana",2732,"(L.) DC.","Berteroa","incana","","","Cochrane, Theodore S.","Jan 1971","Brashier","PL-40","1964-06-25",1964,6,25,177,"1964-06-25","","On nature trail.",NA,"Bayfield","Pigeon Lake Field Station",46.34228,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"June","Brashier; Valaskey","Brashier",45,"N",8,"W"
"SUWS011565","Equisetopsida","Brassicales","Brassicaceae","Berteroa incana",2732,"(L.) DC.","Berteroa","incana","","","Cochrane, Theodore S.","Jan 1971","Cornell","s.n.","1966-07-04",1966,7,4,185,"1966-07-04","","Sandy, loose soil; cover of low grasses and herbs.",NA,"Bayfield","7 miles S of Drummond on Hwy 63 [W of Price Lake]",46.23555,-91.25797,NA,1791,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Cornell; Brashier","Other Collectors",43,"N",7,"W"
"SUWS011566","Equisetopsida","Brassicales","Brassicaceae","Berteroa incana",2732,"(L.) DC.","Berteroa","incana","","","Cochrane, Theodore S.","Jan 1971","Holden","s.n.","1966-07-23",1966,7,23,204,"1966-07-23","","Gravel bank along the roadside with only a few plants.",NA,"Bayfield","7 miles S of Drummond on Hwy 63 [W of Price Lake]",46.23555,-91.25797,NA,1791,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Holden; Brashier","Other Collectors",43,"N",7,"W"
"SUWS011572","Equisetopsida","Brassicales","Brassicaceae","Capsella bursa-pastoris",2869,"(L.) Medik.","Capsella","bursa-pastoris","","","Cochrane, Theodore S.","Feb-72","Holden","s.n.","1966-07-21",1966,7,21,202,"1966-07-21","","Grassy, meadow surrounded by woods.",NA,"Bayfield","3 miles N of Pigeon Lake on Hwy 228",46.38536,-91.3369,NA,1073,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Holden; Brashier","Other Collectors",45,"N",8,"W"
"SUWS011573","Equisetopsida","Brassicales","Brassicaceae","Capsella bursa-pastoris",2869,"(L.) Medik.","Capsella","bursa-pastoris","","","Cochrane, Theodore S.","Feb-72","Sima, Bessie R.","s.n.","1944-08-21",1944,8,21,234,"1944-08-21","","",NA,"Douglas","Superior. Vacant lot on 17th St., Superior",46.71813,-92.11468,NA,1776,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"August","Sima, Bessie R.","Other Collectors",49,"N",14,"W"
"SUWS011574","Equisetopsida","Brassicales","Brassicaceae","Capsella bursa-pastoris",2869,"(L.) Medik.","Capsella","bursa-pastoris","","","Cochrane, Theodore S.","Feb-72","Barnard","s.n.","1966-07-28",1966,7,28,209,"1966-07-28","","Sandy abandoned road.",NA,"Bayfield","N of Pigeon Lake",46.3745,-91.34935,NA,3898,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Barnard; Brashier","Other Collectors",45,"N",8,"W"
"SUWS011575","Equisetopsida","Brassicales","Brassicaceae","Capsella bursa-pastoris",2869,"(L.) Medik.","Capsella","bursa-pastoris","","","Cochrane, Theodore S.","Feb-72","Thomson, John W., Jr.","5035","1942-06-12",1942,6,12,163,"1942-06-12","","Edge of field, clay soil.",NA,"Douglas","Superior. 920, N 22nd St., Superior",46.71231,-92.09136,NA,122,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"June","Thomson, John W., Jr.","Thomson, John W., Jr.",49,"N",14,"W"
"SUWS011576","Equisetopsida","Brassicales","Brassicaceae","Capsella bursa-pastoris",2869,"(L.) Medik.","Capsella","bursa-pastoris","","","Cochrane, Theodore S.","Feb-72","Brashier","17c","1964-06-01",1964,6,1,153,"1964-06-01","","Sandy, pasture area.",NA,"Douglas","Patzau. 0.5 mile W of State Hwy 35 on CTH BB on the James Romans farm [ca. 2mi E of Patzau]",46.48986,-92.18414,NA,1517,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"June","Brashier; Romans","Brashier",46,"N",15,"W"
"SUWS011577","Equisetopsida","Brassicales","Brassicaceae","Capsella bursa-pastoris",2869,"(L.) Medik.","Capsella","bursa-pastoris","","","Cochrane, Theodore S.","Feb-72","Brashier","PL-115","1964-07-12",1964,7,12,194,"1964-07-12","","Field.",NA,"Bayfield","Pigeon Lake Field Station",46.34228,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Brashier; Parrish","Brashier",45,"N",8,"W"
"SUWS011578","Equisetopsida","Brassicales","Brassicaceae","Capsella bursa-pastoris",2869,"(L.) Medik.","Capsella","bursa-pastoris","","","Cochrane, Theodore S.","Feb-72","Mackensen","s.n.","1966-07-26",1966,7,26,207,"1966-07-26","","Roadside sand and low grasses.",NA,"Bayfield","1 mile W of CTH D - Pigeon Lake",46.3418,-91.34766,NA,2037,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Mackensen; Brashier","Other Collectors",45,"N",8,"W"
"SUWS011579","Equisetopsida","Brassicales","Brassicaceae","Capsella bursa-pastoris",2869,"(L.) Medik.","Capsella","bursa-pastoris","","","","","Brashier","17a","1964-06-01",1964,6,1,153,"1964-06-01","","Sandy, pasture area.",NA,"Douglas","Patzau. 0.5 mile W of State Hwy 35 on CTH BB on the James Romans farm [ca. 2mi E of Patzau]",46.48986,-92.18414,NA,1517,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"June","Brashier; Romans","Brashier",46,"N",15,"W"
"SUWS011580","Equisetopsida","Brassicales","Brassicaceae","Capsella bursa-pastoris",2869,"(L.) Medik.","Capsella","bursa-pastoris","","","Cochrane, Theodore S.","Feb-72","Hjerleid","s.n.","1966-07-29",1966,7,29,210,"1966-07-29","","Roadside area.",NA,"Bayfield","Drummond. On Hwy A [CTH N] between Drummond and Pigeon Lake",46.33903,-91.30226,NA,3519,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Hjerleid; Brashier","Other Collectors",45,"N",8,"W"
"SUWS011584","Equisetopsida","Brassicales","Brassicaceae","Cardamine pensylvanica",2878,"Muhl. ex Willd.","Cardamine","pensylvanica","","","Cochrane, Theodore S.","Jan 1971","Thomson, John W., Jr.","5284","1943-08-04",1943,8,4,216,"1943-08-04","","Low, wet, clay soil.",NA,"Douglas","Superior. S of 22nd St. and Weeks Ave., Superior",46.72459,-92.09196,NA,462,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"August","Thomson, John W., Jr.","Thomson, John W., Jr.",49,"N",14,"W"
"SUWS011587","Equisetopsida","Brassicales","Brassicaceae","Conringia orientalis",3191,"(L.) Dumort.","Conringia","orientalis","","","Cochrane, Theodore S.","Mar 1972","Thomson, John W., Jr.","5118","1942-06-12",1942,6,12,163,"1942-06-12","","Edge of field.",NA,"Douglas","Superior. S of 920 N 22nd St., Superior",46.72459,-92.09196,NA,462,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"June","Thomson, John W., Jr.; Fassett, Norman C.","Thomson, John W., Jr.",49,"N",14,"W"
"SUWS011588","Equisetopsida","Brassicales","Brassicaceae","Diplotaxis muralis",3419,"(L.) DC.","Diplotaxis","muralis","","","Cochrane, Theodore S.","Mar 1977","Haglund, Anabelle","s.n.","1943-07-08",1943,7,8,189,"1943-07-08","","In garden.",NA,"Douglas","Superior. Central Park district",46.71688,-92.07436,NA,1370,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Haglund, Anabelle","Other Collectors",49,"N",14,"W"
"SUWS011590","Equisetopsida","Brassicales","Brassicaceae","Erysimum cheiranthoides",3570,"L.","Erysimum","cheiranthoides","","","Cochrane, Theodore S.","Mar 1972","Cornell","s.n.","1966-07-21",1966,7,21,202,"1966-07-21","","Sandy soil, humus mixture.",NA,"Bayfield","Mason. Bridge over White River, outside of Mason",46.47814,-90.98825,NA,5401,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Cornell; Brashier","Other Collectors",46,"N",5,"W"
"SUWS011591","Equisetopsida","Brassicales","Brassicaceae","Erysimum cheiranthoides",3570,"L.","Erysimum","cheiranthoides","","","Cochrane, Theodore S.","Mar 1972","Hjerleid","s.n.","1966-07-24",1966,7,24,205,"1966-07-24","","Sand and gravel roadside.",NA,"Bayfield","1 mile W on roadway connection of Pigeon Lake Camp to CTH A",46.34085,-91.42663,NA,1700,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Hjerleid; Brashier","Other Collectors",45,"N",8,"W"
"SUWS011593","Equisetopsida","Brassicales","Brassicaceae","Erysimum cheiranthoides",3570,"L.","Erysimum","cheiranthoides","","","Cochrane, Theodore S.","Mar 1972","Thomson, John W., Jr.","s.n.","1942-07-10",1942,7,10,191,"1942-07-10","","",NA,"Douglas","Superior. 18th St. and Grand Ave., Superior",46.71701,-92.0935,NA,160,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Thomson, John W., Jr.","Thomson, John W., Jr.",49,"N",14,"W"
"SUWS011602","Equisetopsida","Brassicales","Brassicaceae","Lepidium densiflorum",4043,"Schrad.","Lepidium","densiflorum","","","","","Sima, Bessie R.","s.n.","1944-08-11",1944,8,11,224,"1944-08-11","","Vacant lot.",NA,"Douglas","Superior",46.68122,-92.06631,NA,12939,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"August","Sima, Bessie R.","Other Collectors",49,"N",14,"W"
"SUWS011605","Equisetopsida","Brassicales","Brassicaceae","Lepidium virginicum var. virginicum",13114,"L.","Lepidium","virginicum","virginicum","var.","","","Brashier","PL-117","1964-07-25",1964,7,25,207,"1964-07-25","","Dry open field.",NA,"Bayfield","Pigeon Lake Field Station",46.34228,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Brashier; Thoren","Brashier",45,"N",8,"W"
"SUWS011607","Equisetopsida","Brassicales","Brassicaceae","Lepidium virginicum var. virginicum",13114,"L.","Lepidium","virginicum","virginicum","var.","","","Holden","s.n.","1966-07-23",1966,7,23,204,"1966-07-23","","Roadside gravelly, sparsely grassy.",NA,"Bayfield","Drummond. 4 miles S of Drummond on Hwy 63",46.2778,-91.27891,NA,2517,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Holden; Brashier","Other Collectors",44,"N",7,"W"
"SUWS011610","Equisetopsida","Brassicales","Brassicaceae","Lepidium virginicum var. virginicum",13114,"L.","Lepidium","virginicum","virginicum","var.","","","Brashier","PL-118","1964-07-22",1964,7,22,204,"1964-07-22","","Roadside.",NA,"Bayfield","Pigeon Lake Field Station",46.34228,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Brashier; Wassgren","Brashier",45,"N",8,"W"
"SUWS011611","Equisetopsida","Brassicales","Brassicaceae","Nasturtium officinale",4328,"W.T.Aiton","Nasturtium","officinale","","","","","Castle, R.","93-350","1993-11-15",1993,11,15,319,"1993-11-15","","Growing in water, rooted in muck. Leaves 3 segmented.",NA,"Douglas","Brule. Hwy 27 and the Little Brule River [S of Brule]",46.51716,-91.59377,NA,491,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"November","Castle, R.","Castle, R.",47,"N",10,"W"
"SUWS011614","Equisetopsida","Brassicales","Brassicaceae","Raphanus sativus",4772,"L.","Raphanus","sativus","","","","","Thomson, John W., Jr.","5436","1943-08-17",1943,8,17,229,"1943-08-17","","",NA,"Douglas","Superior",46.68122,-92.06631,NA,12939,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"August","Thomson, John W., Jr.","Thomson, John W., Jr.",49,"N",14,"W"
"SUWS011617","Equisetopsida","Brassicales","Brassicaceae","Rorippa palustris subsp. fernaldiana",13270,"(L.) Besser","Rorippa","palustris","fernaldiana","subsp.","","","Cornell","s.n.","1966-07-07",1966,7,7,188,"1966-07-07","","Sandy loose soil; surrounding area wooded.",NA,"Bayfield","Drummond. 2 miles E of Drummond on Hwy 216",46.33689,-91.21603,NA,1110,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Cornell; Brashier","Other Collectors",45,"N",7,"W"
"SUWS011618","Equisetopsida","Brassicales","Brassicaceae","Rorippa palustris subsp. fernaldiana",13270,"(L.) Besser","Rorippa","palustris","fernaldiana","subsp.","","","Hjerleid","s.n.","1966-07-24",1966,7,24,205,"1966-07-24","","Lakeshore, sandy.",NA,"Bayfield","SE shore of Pigeon Lake",46.34228,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Hjerleid; Brashier","Other Collectors",45,"N",8,"W"
"SUWS011619","Equisetopsida","Brassicales","Brassicaceae","Rorippa palustris subsp. fernaldiana",13270,"(L.) Besser","Rorippa","palustris","fernaldiana","subsp.","","","Mackensen","s.n.","1966-06-29",1966,6,29,180,"1966-06-29","","Grass that's quite scrubby.",NA,"Bayfield","Mason. 3 miles E of Mason",46.43521,-90.99689,NA,1190,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"June","Mackensen; Brashier","Other Collectors",46,"N",5,"W"
"SUWS011621","Equisetopsida","Brassicales","Brassicaceae","Rorippa palustris subsp. fernaldiana",13270,"(L.) Besser","Rorippa","palustris","fernaldiana","subsp.","","","Holden","s.n.","1966-07-23",1966,7,23,204,"1966-07-23","","Roadside - dry, gravelly, and sandy, sparsely grassy.",NA,"Bayfield","Drummond. 4 miles S of Drummond on Hwy 63",46.2778,-91.27891,NA,2517,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Holden; Brashier","Other Collectors",44,"N",7,"W"
"SUWS011622","Equisetopsida","Brassicales","Brassicaceae","Rorippa palustris subsp. fernaldiana",13270,"(L.) Besser","Rorippa","palustris","fernaldiana","subsp.","","","Mackensen","s.n.","1966-07-21",1966,7,21,202,"1966-07-21","","Roadside humus.",NA,"Bayfield","3 miles E of camp [Pigeon Lake Field Station Camp bassed upon other collections of same time]",46.34226,-91.28609,NA,5074,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Mackensen; Brashier","Other Collectors",45,"N",7,"W"
"SUWS011623","Equisetopsida","Brassicales","Brassicaceae","Rorippa palustris subsp. fernaldiana",13270,"(L.) Besser","Rorippa","palustris","fernaldiana","subsp.","","","Holden","s.n.","1966-07-28",1966,7,28,209,"1966-07-28","","Sandy, grassy roadside.",NA,"Bayfield","Cty. Trunk 228, 3 miles N of Pigeon Lake Camp",46.38536,-91.3369,NA,1073,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Holden; Brashier","Other Collectors",45,"N",8,"W"
"SUWS011624","Equisetopsida","Brassicales","Brassicaceae","Rorippa palustris subsp. fernaldiana",13270,"(L.) Besser","Rorippa","palustris","fernaldiana","subsp.","","","Brashier","PL-85","1964-07-05",1964,7,5,187,"1964-07-05","","Along sandy shore of lake.",NA,"Bayfield","Pigeon Lake Field Station",46.34228,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Brashier; Thoren","Brashier",45,"N",8,"W"
