OID,catalogNumber,N_latitude,W_longitude,N_latitude_D,W_longitude_D,DDLat,DDLon,TWP,RNG,DIR_ALPHA
1208,SUWS016027,46.608000 N, 91.972990 W,46.608,-91.97299,46.608,-91.97299,48,13,W
1209,SUWS016028,43.733270 N, 90.976860 W,43.73327,-90.97686,43.73327,-90.97686,15,5,W
1210,SUWS016029,43.733270 N, 90.976860 W,43.73327,-90.97686,43.73327,-90.97686,15,5,W
1211,SUWS016040,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
1212,SUWS016045,46.691110 N, 91.917310 W,46.69111,-91.91731,46.69111,-91.91731,49,12,W
1213,SUWS016048,46.634660 N, 92.107410 W,46.63466,-92.10741,46.63466,-92.10741,48,14,W
1214,SUWS016053,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
1215,SUWS016056,46.706270 N, 92.099490 W,46.70627,-92.09949,46.70627,-92.09949,49,14,W
1216,SUWS016062,46.208010 N, 91.292130 W,46.20801,-91.29213,46.20801,-91.29213,43,7,W
1217,SUWS016077,46.477750 N, 92.061050 W,46.47775,-92.06105,46.47775,-92.06105,46,14,W
1218,SUWS016079,46.532570 N, 92.059850 W,46.53257,-92.05985,46.53257,-92.05985,47,14,W
1219,SUWS016081,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
1220,SUWS016087,46.682110 N, 92.150820 W,46.68211,-92.15082,46.68211,-92.15082,49,14,W
1221,SUWS016088,46.021570 N, 92.339380 W,46.02157,-92.33938,46.02157,-92.33938,41,16,W
1222,SUWS016097,46.706270 N, 92.099490 W,46.70627,-92.09949,46.70627,-92.09949,49,14,W
1223,SUWS016098,45.967410 N, 92.363490 W,45.96741,-92.36349,45.96741,-92.36349,40,16,W
1224,SUWS016108,46.938270 N, 90.652960 W,46.93827,-90.65296,46.93827,-90.65296,52,2,W
1225,SUWS016111,46.774660 N, 91.386570 W,46.77466,-91.38657,46.77466,-91.38657,50,8,W
1226,SUWS016119,46.489860 N, 92.184140 W,46.48986,-92.18414,46.48986,-92.18414,46,15,W
1227,SUWS016120,46.938270 N, 90.652960 W,46.93827,-90.65296,46.93827,-90.65296,52,2,W
1228,SUWS016128,46.715830 N, 92.108110 W,46.71583,-92.10811,46.71583,-92.10811,49,14,W
1229,SUWS016131,45.698950 N, 87.994850 W,45.69895,-87.99485,45.69895,-87.99485,37,20,E
1230,SUWS016136,44.732180 N, 92.446640 W,44.73218,-92.44664,44.73218,-92.44664,26,17,W
1231,SUWS016139,46.589660 N, 91.720740 W,46.58966,-91.72074,46.58966,-91.72074,47,11,W
1232,SUWS016140,46.553000 N, 91.576580 W,46.553,-91.57658,46.553,-91.57658,47,10,W
1233,SUWS016144,46.489860 N, 92.184140 W,46.48986,-92.18414,46.48986,-92.18414,46,15,W
1234,SUWS016145,46.468060 N, 91.745180 W,46.46806,-91.74518,46.46806,-91.74518,46,11,W
1235,SUWS016146,46.497910 N, 91.374860 W,46.49791,-91.37486,46.49791,-91.37486,46,8,W
1236,SUWS016151,46.353270 N, 91.822410 W,46.35327,-91.82241,46.35327,-91.82241,45,12,W
1237,SUWS016154,46.489860 N, 92.184140 W,46.48986,-92.18414,46.48986,-92.18414,46,15,W
1238,SUWS016155,46.489860 N, 92.184140 W,46.48986,-92.18414,46.48986,-92.18414,46,15,W
1239,SUWS016163,46.654970 N, 92.104420 W,46.65497,-92.10442,46.65497,-92.10442,48,14,W
1240,SUWS016164,46.654970 N, 92.104420 W,46.65497,-92.10442,46.65497,-92.10442,48,14,W
1241,SUWS016165,46.654970 N, 92.104420 W,46.65497,-92.10442,46.65497,-92.10442,48,14,W
1242,SUWS016166,43.750970 N, 90.890380 W,43.75097,-90.89038,43.75097,-90.89038,15,4,W
1243,SUWS016167,43.768850 N, 90.898300 W,43.76885,-90.8983,43.76885,-90.8983,15,4,W
1244,SUWS016179,46.732160 N, 92.066300 W,46.73216,-92.0663,46.73216,-92.0663,49,14,W
1245,SUWS016183,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
1246,SUWS016189,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
1247,SUWS016191,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
1248,SUWS016192,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
1249,SUWS016193,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
1250,SUWS016196,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
1251,SUWS016206,46.724590 N, 92.091960 W,46.72459,-92.09196,46.72459,-92.09196,49,14,W
1252,SUWS016210,44.019720 N, 91.483000 W,44.01972,-91.483,44.01972,-91.483,18,9,W
1253,SUWS016212,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
1254,SUWS016214,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
1255,SUWS016215,46.717840 N, 92.087860 W,46.71784,-92.08786,46.71784,-92.08786,49,14,W
1256,SUWS016221,45.334580 N, 92.687250 W,45.33458,-92.68725,45.33458,-92.68725,33,19,W
1257,SUWS016229,44.019720 N, 91.483000 W,44.01972,-91.483,44.01972,-91.483,18,9,W
1258,SUWS016239,46.496960 N, 92.259050 W,46.49696,-92.25905,46.49696,-92.25905,46,15,W
1259,SUWS016243,46.489860 N, 92.184140 W,46.48986,-92.18414,46.48986,-92.18414,46,15,W
1260,SUWS016247,46.938270 N, 90.652960 W,46.93827,-90.65296,46.93827,-90.65296,52,2,W
1261,SUWS016256,46.464110 N, 91.899400 W,46.46411,-91.8994,46.46411,-91.8994,46,12,W
1262,SUWS016257,44.819070 N, 87.353700 W,44.81907,-87.3537,44.81907,-87.3537,27,26,E
1263,SUWS016258,46.435300 N, 91.672620 W,46.4353,-91.67262,46.4353,-91.67262,46,10,W
1264,SUWS016260,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
1265,SUWS016263,46.489860 N, 92.184140 W,46.48986,-92.18414,46.48986,-92.18414,46,15,W
1266,SUWS016266,46.435300 N, 91.672620 W,46.4353,-91.67262,46.4353,-91.67262,46,10,W
1267,SUWS016297,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
1268,SUWS016298,46.345310 N, 91.292470 W,46.34531,-91.29247,46.34531,-91.29247,45,7,W
1269,SUWS016547,46.734660 N, 92.101680 W,46.73466,-92.10168,46.73466,-92.10168,49,14,W
1270,SUWS016548,46.734660 N, 92.101680 W,46.73466,-92.10168,46.73466,-92.10168,49,14,W
1271,SUWS016549,46.734660 N, 92.101680 W,46.73466,-92.10168,46.73466,-92.10168,49,14,W
1272,SUWS016550,46.734660 N, 92.101680 W,46.73466,-92.10168,46.73466,-92.10168,49,14,W
1273,SUWS016551,46.734660 N, 92.101680 W,46.73466,-92.10168,46.73466,-92.10168,49,14,W
1274,SUWS016552,46.734660 N, 92.101680 W,46.73466,-92.10168,46.73466,-92.10168,49,14,W
1275,SUWS016553,46.734660 N, 92.101680 W,46.73466,-92.10168,46.73466,-92.10168,49,14,W
1276,SUWS016554,46.734660 N, 92.101680 W,46.73466,-92.10168,46.73466,-92.10168,49,14,W
1277,SUWS016555,46.734660 N, 92.101680 W,46.73466,-92.10168,46.73466,-92.10168,49,14,W
1278,SUWS016556,46.734660 N, 92.101680 W,46.73466,-92.10168,46.73466,-92.10168,49,14,W
1279,SUWS016596,46.593920 N, 92.119510 W,46.59392,-92.11951,46.59392,-92.11951,48,14,W
1280,SUWS016597,46.707190 N, 92.085290 W,46.70719,-92.08529,46.70719,-92.08529,49,14,W
1281,SUWS016598,46.593920 N, 92.119510 W,46.59392,-92.11951,46.59392,-92.11951,48,14,W
1282,SUWS016602,46.588200 N, 92.125770 W,46.5882,-92.12577,46.5882,-92.12577,47,14,W
1283,SUWS016603,46.588200 N, 92.125770 W,46.5882,-92.12577,46.5882,-92.12577,47,14,W
1284,SUWS016604,46.707190 N, 92.085290 W,46.70719,-92.08529,46.70719,-92.08529,49,14,W
1285,SUWS016605,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
1286,SUWS016610,46.707190 N, 92.085290 W,46.70719,-92.08529,46.70719,-92.08529,49,14,W
1287,SUWS016611,46.593920 N, 92.119510 W,46.59392,-92.11951,46.59392,-92.11951,48,14,W
1288,SUWS016627,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
1289,SUWS016643,46.717840 N, 92.087860 W,46.71784,-92.08786,46.71784,-92.08786,49,14,W
1290,SUWS016650,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
1291,SUWS016651,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
1292,SUWS016653,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
1293,SUWS016657,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
1294,SUWS016658,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
1295,SUWS016659,46.707190 N, 92.085290 W,46.70719,-92.08529,46.70719,-92.08529,49,14,W
1296,SUWS016660,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
1297,SUWS016662,46.717840 N, 92.087860 W,46.71784,-92.08786,46.71784,-92.08786,49,14,W
1298,SUWS016666,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
1299,SUWS016672,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
1300,SUWS016673,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
1301,SUWS016674,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
1302,SUWS016695,46.717840 N, 92.087860 W,46.71784,-92.08786,46.71784,-92.08786,49,14,W
1303,SUWS016696,46.717840 N, 92.087860 W,46.71784,-92.08786,46.71784,-92.08786,49,14,W
1304,SUWS016698,46.717840 N, 92.087860 W,46.71784,-92.08786,46.71784,-92.08786,49,14,W
1305,SUWS016700,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
1306,SUWS016707,46.707190 N, 92.085290 W,46.70719,-92.08529,46.70719,-92.08529,49,14,W
1307,SUWS016718,46.938270 N, 90.652960 W,46.93827,-90.65296,46.93827,-90.65296,52,2,W
1308,SUWS016719,46.810770 N, 90.818240 W,46.81077,-90.81824,46.81077,-90.81824,50,4,W
1309,SUWS016720,46.938270 N, 90.652960 W,46.93827,-90.65296,46.93827,-90.65296,52,2,W
1310,SUWS016721,46.938270 N, 90.652960 W,46.93827,-90.65296,46.93827,-90.65296,52,2,W
1311,SUWS016722,46.938270 N, 90.652960 W,46.93827,-90.65296,46.93827,-90.65296,52,2,W
1312,SUWS016723,46.938270 N, 90.652960 W,46.93827,-90.65296,46.93827,-90.65296,52,2,W
1313,SUWS016724,46.417200 N, 91.814420 W,46.4172,-91.81442,46.4172,-91.81442,46,12,W
1314,SUWS016731,46.135120 N, 89.900440 W,46.13512,-89.90044,46.13512,-89.90044,42,5,E
1315,SUWS016732,46.135120 N, 89.900440 W,46.13512,-89.90044,46.13512,-89.90044,42,5,E
1316,SUWS016733,46.135120 N, 89.900440 W,46.13512,-89.90044,46.13512,-89.90044,42,5,E
1317,SUWS016734,45.377190 N, 89.296630 W,45.37719,-89.29663,45.37719,-89.29663,33,10,E
1318,SUWS016735,45.377190 N, 89.296630 W,45.37719,-89.29663,45.37719,-89.29663,33,10,E
1319,SUWS016736,45.377190 N, 89.296630 W,45.37719,-89.29663,45.37719,-89.29663,33,10,E
1320,SUWS016755,45.377190 N, 89.296630 W,45.37719,-89.29663,45.37719,-89.29663,33,10,E
1321,SUWS016764,44.285910 N, 87.772980 W,44.28591,-87.77298,44.28591,-87.77298,21,22,E
1322,SUWS016766,45.377190 N, 89.296630 W,45.37719,-89.29663,45.37719,-89.29663,33,10,E
1323,SUWS016767,46.135120 N, 89.900440 W,46.13512,-89.90044,46.13512,-89.90044,42,5,E
1324,SUWS016768,45.377190 N, 89.296630 W,45.37719,-89.29663,45.37719,-89.29663,33,10,E
1325,SUWS016769,45.377190 N, 89.296630 W,45.37719,-89.29663,45.37719,-89.29663,33,10,E
1326,SUWS016770,45.377190 N, 89.296630 W,45.37719,-89.29663,45.37719,-89.29663,33,10,E
1327,SUWS016772,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
1328,SUWS016777,45.452640 N, 88.865260 W,45.45264,-88.86526,45.45264,-88.86526,34,13,E
1329,SUWS016778,45.452640 N, 88.865260 W,45.45264,-88.86526,45.45264,-88.86526,34,13,E
1330,SUWS016783,46.771860 N, 92.085290 W,46.77186,-92.08529,46.77186,-92.08529,,,
1331,SUWS016784,46.771860 N, 92.085290 W,46.77186,-92.08529,46.77186,-92.08529,,,
1332,SUWS016787,45.452640 N, 88.865260 W,45.45264,-88.86526,45.45264,-88.86526,34,13,E
1333,SUWS016788,45.452640 N, 88.865260 W,45.45264,-88.86526,45.45264,-88.86526,34,13,E
1334,SUWS016827,45.377190 N, 89.296630 W,45.37719,-89.29663,45.37719,-89.29663,33,10,E
1335,SUWS016935,46.717840 N, 92.087860 W,46.71784,-92.08786,46.71784,-92.08786,49,14,W
1336,SUWS016936,46.717840 N, 92.087860 W,46.71784,-92.08786,46.71784,-92.08786,49,14,W
1337,SUWS017025,46.593920 N, 92.119510 W,46.59392,-92.11951,46.59392,-92.11951,48,14,W
1338,SUWS017082,46.526670 N, 92.122220 W,46.52667,-92.12222,46.52667,-92.12222,47,14,W
1339,SUWS017083,46.477750 N, 92.061050 W,46.47775,-92.06105,46.47775,-92.06105,46,14,W
1340,SUWS017085,46.698000 N, 92.159640 W,46.698,-92.15964,46.698,-92.15964,49,14,W
1341,SUWS017086,46.526670 N, 92.122220 W,46.52667,-92.12222,46.52667,-92.12222,47,14,W
1342,SUWS017088,46.477750 N, 92.061050 W,46.47775,-92.06105,46.47775,-92.06105,46,14,W
1343,SUWS017090,45.776890 N, 90.670330 W,45.77689,-90.67033,45.77689,-90.67033,38,2,W
1344,SUWS017091,46.698000 N, 92.159640 W,46.698,-92.15964,46.698,-92.15964,49,14,W
1345,SUWS017092,46.526670 N, 92.122220 W,46.52667,-92.12222,46.52667,-92.12222,47,14,W
1346,SUWS017094,46.477750 N, 92.061050 W,46.47775,-92.06105,46.47775,-92.06105,46,14,W
1347,SUWS017095,45.776890 N, 90.670330 W,45.77689,-90.67033,45.77689,-90.67033,38,2,W
1348,SUWS017096,46.698000 N, 92.159640 W,46.698,-92.15964,46.698,-92.15964,49,14,W
1349,SUWS017097,46.526670 N, 92.122220 W,46.52667,-92.12222,46.52667,-92.12222,47,14,W
1350,SUWS017099,45.795430 N, 90.428670 W,45.79543,-90.42867,45.79543,-90.42867,38,1,E
1351,SUWS017100,46.526670 N, 92.122220 W,46.52667,-92.12222,46.52667,-92.12222,47,14,W
1352,SUWS017101,46.474050 N, 92.044870 W,46.47405,-92.04487,46.47405,-92.04487,46,13,W
1353,SUWS017102,45.795430 N, 90.428670 W,45.79543,-90.42867,45.79543,-90.42867,38,1,E
1354,SUWS017103,46.698000 N, 92.159640 W,46.698,-92.15964,46.698,-92.15964,49,14,W
1355,SUWS017104,46.526670 N, 92.122220 W,46.52667,-92.12222,46.52667,-92.12222,47,14,W
1356,SUWS017105,46.474050 N, 92.044870 W,46.47405,-92.04487,46.47405,-92.04487,46,13,W
1357,SUWS017106,45.988020 N, 90.509110 W,45.98802,-90.50911,45.98802,-90.50911,41,1,W
1358,SUWS017107,45.776890 N, 90.670330 W,45.77689,-90.67033,45.77689,-90.67033,38,2,W
1359,SUWS017116,45.977650 N, 92.365640 W,45.97765,-92.36564,45.97765,-92.36564,40,16,W
1360,SUWS017117,46.070290 N, 92.184680 W,46.07029,-92.18468,46.07029,-92.18468,41,15,W
1361,SUWS017118,46.070290 N, 92.184680 W,46.07029,-92.18468,46.07029,-92.18468,41,15,W
1362,SUWS017119,46.070290 N, 92.184680 W,46.07029,-92.18468,46.07029,-92.18468,41,15,W
1363,SUWS017120,46.070290 N, 92.184680 W,46.07029,-92.18468,46.07029,-92.18468,41,15,W
1364,SUWS017121,46.093820 N, 92.112430 W,46.09382,-92.11243,46.09382,-92.11243,42,14,W
1365,SUWS017122,46.093820 N, 92.112430 W,46.09382,-92.11243,46.09382,-92.11243,42,14,W
1366,SUWS017123,46.093820 N, 92.112430 W,46.09382,-92.11243,46.09382,-92.11243,42,14,W
