OID,catalogNumber,N_latitude,W_longitude,N_latitude_D,W_longitude_D,DDLat,DDLon,TWP,RNG,DIR_ALPHA
408,SUWS011442,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
409,SUWS011443,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
410,SUWS011448,46.514920 N, 91.636800 W,46.51492,-91.6368,46.51492,-91.6368,47,10,W
411,SUWS011449,44.019720 N, 91.486810 W,44.01972,-91.48681,44.01972,-91.48681,18,9,W
412,SUWS011457,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
413,SUWS011458,46.696630 N, 92.034950 W,46.69663,-92.03495,46.69663,-92.03495,49,13,W
414,SUWS011461,46.717840 N, 92.087860 W,46.71784,-92.08786,46.71784,-92.08786,49,14,W
415,SUWS011462,46.717840 N, 92.087860 W,46.71784,-92.08786,46.71784,-92.08786,49,14,W
416,SUWS011463,45.314130 N, 91.651000 W,45.31413,-91.651,45.31413,-91.651,33,10,W
417,SUWS011468,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
418,SUWS011469,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
419,SUWS011470,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
420,SUWS011477,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
421,SUWS011478,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
422,SUWS011482,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
423,SUWS011483,46.717840 N, 92.087860 W,46.71784,-92.08786,46.71784,-92.08786,49,14,W
424,SUWS011485,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
425,SUWS011486,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
426,SUWS011493,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
427,SUWS011495,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
428,SUWS011497,46.717840 N, 92.087860 W,46.71784,-92.08786,46.71784,-92.08786,49,14,W
429,SUWS011498,46.717840 N, 92.087860 W,46.71784,-92.08786,46.71784,-92.08786,49,14,W
430,SUWS011501,46.510200 N, 91.703720 W,46.5102,-91.70372,46.5102,-91.70372,47,11,W
431,SUWS011502,46.456690 N, 91.983970 W,46.45669,-91.98397,46.45669,-91.98397,46,13,W
432,SUWS011505,46.691110 N, 91.917310 W,46.69111,-91.91731,46.69111,-91.91731,49,12,W
433,SUWS011506,46.682110 N, 92.150820 W,46.68211,-92.15082,46.68211,-92.15082,49,14,W
434,SUWS011509,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
435,SUWS011512,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
436,SUWS011513,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
437,SUWS011514,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
438,SUWS011519,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
439,SUWS011520,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
440,SUWS011521,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
441,SUWS011526,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
442,SUWS011527,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
443,SUWS011528,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
444,SUWS011529,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
445,SUWS011531,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
446,SUWS011533,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
447,SUWS011537,46.847250 N, 91.127600 W,46.84725,-91.1276,46.84725,-91.1276,51,6,W
448,SUWS011546,46.254130 N, 91.798520 W,46.25413,-91.79852,46.25413,-91.79852,44,11,W
449,SUWS011550,46.712310 N, 92.091360 W,46.71231,-92.09136,46.71231,-92.09136,49,14,W
450,SUWS011553,46.489860 N, 92.184140 W,46.48986,-92.18414,46.48986,-92.18414,46,15,W
451,SUWS011554,46.489860 N, 92.184140 W,46.48986,-92.18414,46.48986,-92.18414,46,15,W
452,SUWS011557,46.342260 N, 91.411920 W,46.34226,-91.41192,46.34226,-91.41192,45,8,W
453,SUWS011558,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
454,SUWS011559,46.718000 N, 92.055750 W,46.718,-92.05575,46.718,-92.05575,49,13,W
455,SUWS011560,46.491330 N, 92.199720 W,46.49133,-92.19972,46.49133,-92.19972,46,15,W
456,SUWS011563,45.125470 N, 92.671950 W,45.12547,-92.67195,45.12547,-92.67195,31,19,W
457,SUWS011564,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
458,SUWS011565,46.235550 N, 91.257970 W,46.23555,-91.25797,46.23555,-91.25797,43,7,W
459,SUWS011566,46.235550 N, 91.257970 W,46.23555,-91.25797,46.23555,-91.25797,43,7,W
460,SUWS011572,46.385360 N, 91.336900 W,46.38536,-91.3369,46.38536,-91.3369,45,8,W
461,SUWS011573,46.718130 N, 92.114680 W,46.71813,-92.11468,46.71813,-92.11468,49,14,W
462,SUWS011574,46.374500 N, 91.349350 W,46.3745,-91.34935,46.3745,-91.34935,45,8,W
463,SUWS011575,46.712310 N, 92.091360 W,46.71231,-92.09136,46.71231,-92.09136,49,14,W
464,SUWS011576,46.489860 N, 92.184140 W,46.48986,-92.18414,46.48986,-92.18414,46,15,W
465,SUWS011577,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
466,SUWS011578,46.341800 N, 91.347660 W,46.3418,-91.34766,46.3418,-91.34766,45,8,W
467,SUWS011579,46.489860 N, 92.184140 W,46.48986,-92.18414,46.48986,-92.18414,46,15,W
468,SUWS011580,46.339030 N, 91.302260 W,46.33903,-91.30226,46.33903,-91.30226,45,8,W
469,SUWS011584,46.724590 N, 92.091960 W,46.72459,-92.09196,46.72459,-92.09196,49,14,W
470,SUWS011587,46.724590 N, 92.091960 W,46.72459,-92.09196,46.72459,-92.09196,49,14,W
471,SUWS011588,46.716880 N, 92.074360 W,46.71688,-92.07436,46.71688,-92.07436,49,14,W
472,SUWS011590,46.478140 N, 90.988250 W,46.47814,-90.98825,46.47814,-90.98825,46,5,W
473,SUWS011591,46.340850 N, 91.426630 W,46.34085,-91.42663,46.34085,-91.42663,45,8,W
474,SUWS011593,46.717010 N, 92.093500 W,46.71701,-92.0935,46.71701,-92.0935,49,14,W
475,SUWS011602,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
476,SUWS011605,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
477,SUWS011607,46.277800 N, 91.278910 W,46.2778,-91.27891,46.2778,-91.27891,44,7,W
478,SUWS011610,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
479,SUWS011611,46.517160 N, 91.593770 W,46.51716,-91.59377,46.51716,-91.59377,47,10,W
480,SUWS011614,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
481,SUWS011617,46.336890 N, 91.216030 W,46.33689,-91.21603,46.33689,-91.21603,45,7,W
482,SUWS011618,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
483,SUWS011619,46.435210 N, 90.996890 W,46.43521,-90.99689,46.43521,-90.99689,46,5,W
484,SUWS011621,46.277800 N, 91.278910 W,46.2778,-91.27891,46.2778,-91.27891,44,7,W
485,SUWS011622,46.342260 N, 91.286090 W,46.34226,-91.28609,46.34226,-91.28609,45,7,W
486,SUWS011623,46.385360 N, 91.336900 W,46.38536,-91.3369,46.38536,-91.3369,45,8,W
487,SUWS011624,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
488,SUWS011625,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
489,SUWS011628,46.374500 N, 91.349350 W,46.3745,-91.34935,46.3745,-91.34935,45,8,W
490,SUWS011630,46.668030 N, 92.103740 W,46.66803,-92.10374,46.66803,-92.10374,48,14,W
491,SUWS011631,46.694720 N, 91.992650 W,46.69472,-91.99265,46.69472,-91.99265,49,13,W
492,SUWS011632,45.125470 N, 92.671950 W,45.12547,-92.67195,45.12547,-92.67195,31,19,W
493,SUWS011639,46.691110 N, 91.917310 W,46.69111,-91.91731,46.69111,-91.91731,49,12,W
494,SUWS011640,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
495,SUWS011642,46.689460 N, 92.019620 W,46.68946,-92.01962,46.68946,-92.01962,49,13,W
496,SUWS011643,46.717010 N, 92.093500 W,46.71701,-92.0935,46.71701,-92.0935,49,14,W
497,SUWS011650,46.434230 N, 92.061740 W,46.43423,-92.06174,46.43423,-92.06174,46,14,W
498,SUWS011652,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
499,SUWS011655,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
500,SUWS011657,46.691110 N, 91.917310 W,46.69111,-91.91731,46.69111,-91.91731,49,12,W
501,SUWS011663,46.489860 N, 92.184140 W,46.48986,-92.18414,46.48986,-92.18414,46,15,W
502,SUWS011664,46.551430 N, 91.700010 W,46.55143,-91.70001,46.55143,-91.70001,47,11,W
503,SUWS011667,46.477750 N, 92.061050 W,46.47775,-92.06105,46.47775,-92.06105,46,14,W
504,SUWS011673,45.944470 N, 89.653240 W,45.94447,-89.65324,45.94447,-89.65324,40,7,E
505,SUWS011675,46.325510 N, 90.661020 W,46.32551,-90.66102,46.32551,-90.66102,44,2,W
506,SUWS011676,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
507,SUWS011679,46.552950 N, 91.681840 W,46.55295,-91.68184,46.55295,-91.68184,47,11,W
508,SUWS011689,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
509,SUWS011690,46.489860 N, 92.184140 W,46.48986,-92.18414,46.48986,-92.18414,46,15,W
510,SUWS011697,46.180850 N, 91.699300 W,46.18085,-91.6993,46.18085,-91.6993,43,11,W
511,SUWS011706,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
512,SUWS011714,46.517380 N, 91.604200 W,46.51738,-91.6042,46.51738,-91.6042,47,10,W
513,SUWS011715,46.636370 N, 92.103740 W,46.63637,-92.10374,46.63637,-92.10374,48,14,W
514,SUWS011718,46.434230 N, 92.061740 W,46.43423,-92.06174,46.43423,-92.06174,46,14,W
515,SUWS011720,46.489860 N, 92.184140 W,46.48986,-92.18414,46.48986,-92.18414,46,15,W
516,SUWS011722,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
517,SUWS011723,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
518,SUWS011727,46.374500 N, 91.349350 W,46.3745,-91.34935,46.3745,-91.34935,45,8,W
519,SUWS011731,46.347130 N, 91.272800 W,46.34713,-91.2728,46.34713,-91.2728,45,7,W
520,SUWS011733,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
521,SUWS011734,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
522,SUWS011736,46.385250 N, 91.246980 W,46.38525,-91.24698,46.38525,-91.24698,45,7,W
523,SUWS011738,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
524,SUWS011740,46.489860 N, 92.184140 W,46.48986,-92.18414,46.48986,-92.18414,46,15,W
525,SUWS011741,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
526,SUWS011749,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
527,SUWS011754,46.654970 N, 92.104420 W,46.65497,-92.10442,46.65497,-92.10442,48,14,W
528,SUWS011755,46.654970 N, 92.104420 W,46.65497,-92.10442,46.65497,-92.10442,48,14,W
529,SUWS011760,46.542220 N, 91.386700 W,46.54222,-91.3867,46.54222,-91.3867,47,8,W
530,SUWS011761,46.542220 N, 91.386700 W,46.54222,-91.3867,46.54222,-91.3867,47,8,W
531,SUWS011762,46.542220 N, 91.386700 W,46.54222,-91.3867,46.54222,-91.3867,47,8,W
532,SUWS011763,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
533,SUWS011765,46.286410 N, 91.227050 W,46.28641,-91.22705,46.28641,-91.22705,44,7,W
534,SUWS011766,46.542220 N, 91.386700 W,46.54222,-91.3867,46.54222,-91.3867,47,8,W
535,SUWS011769,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
536,SUWS011770,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
537,SUWS011772,46.607550 N, 91.899270 W,46.60755,-91.89927,46.60755,-91.89927,48,12,W
538,SUWS011775,46.717840 N, 92.087860 W,46.71784,-92.08786,46.71784,-92.08786,49,14,W
539,SUWS011777,46.535290 N, 91.582110 W,46.53529,-91.58211,46.53529,-91.58211,47,10,W
540,SUWS011779,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
541,SUWS011780,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
542,SUWS011781,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
543,SUWS011783,46.383670 N, 91.308580 W,46.38367,-91.30858,46.38367,-91.30858,45,8,W
544,SUWS011788,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
545,SUWS011790,46.668030 N, 92.103740 W,46.66803,-92.10374,46.66803,-92.10374,48,14,W
546,SUWS011794,46.554390 N, 92.240190 W,46.55439,-92.24019,46.55439,-92.24019,47,15,W
547,SUWS011795,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
548,SUWS011797,46.330380 N, 91.265010 W,46.33038,-91.26501,46.33038,-91.26501,45,7,W
549,SUWS011798,46.342260 N, 91.411920 W,46.34226,-91.41192,46.34226,-91.41192,45,8,W
550,SUWS011799,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
551,SUWS011800,46.654970 N, 92.104420 W,46.65497,-92.10442,46.65497,-92.10442,48,14,W
552,SUWS011803,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
553,SUWS011804,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
554,SUWS011805,46.403700 N, 91.317130 W,46.4037,-91.31713,46.4037,-91.31713,45,8,W
555,SUWS011809,46.514930 N, 91.657840 W,46.51493,-91.65784,46.51493,-91.65784,47,10,W
556,SUWS011811,46.403700 N, 91.317130 W,46.4037,-91.31713,46.4037,-91.31713,45,8,W
557,SUWS011813,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
558,SUWS011814,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
559,SUWS011815,46.732160 N, 92.066300 W,46.73216,-92.0663,46.73216,-92.0663,49,14,W
560,SUWS011816,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
561,SUWS011817,46.217930 N, 91.798520 W,46.21793,-91.79852,46.21793,-91.79852,43,11,W
562,SUWS011822,46.706270 N, 92.099490 W,46.70627,-92.09949,46.70627,-92.09949,49,14,W
563,SUWS011826,46.496960 N, 92.259050 W,46.49696,-92.25905,46.49696,-92.25905,46,15,W
564,SUWS011827,46.489860 N, 92.184140 W,46.48986,-92.18414,46.48986,-92.18414,46,15,W
565,SUWS011828,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
566,SUWS011829,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
567,SUWS011843,46.636370 N, 92.103740 W,46.63637,-92.10374,46.63637,-92.10374,48,14,W
568,SUWS011845,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
569,SUWS011847,46.489860 N, 92.184140 W,46.48986,-92.18414,46.48986,-92.18414,46,15,W
570,SUWS011854,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
571,SUWS011860,45.334820 N, 91.675210 W,45.33482,-91.67521,45.33482,-91.67521,33,11,W
572,SUWS011861,46.675680 N, 92.103390 W,46.67568,-92.10339,46.67568,-92.10339,48,14,W
573,SUWS011862,46.675680 N, 92.103390 W,46.67568,-92.10339,46.67568,-92.10339,48,14,W
574,SUWS011867,46.654970 N, 92.104420 W,46.65497,-92.10442,46.65497,-92.10442,48,14,W
575,SUWS011868,44.059360 N, 87.736210 W,44.05936,-87.73621,44.05936,-87.73621,18,23,E
576,SUWS011870,46.496960 N, 92.259050 W,46.49696,-92.25905,46.49696,-92.25905,46,15,W
577,SUWS011871,46.268010 N, 91.258520 W,46.26801,-91.25852,46.26801,-91.25852,44,7,W
578,SUWS011881,46.636370 N, 92.103740 W,46.63637,-92.10374,46.63637,-92.10374,48,14,W
579,SUWS011884,46.553000 N, 91.576580 W,46.553,-91.57658,46.553,-91.57658,47,10,W
580,SUWS011887,46.675680 N, 92.103390 W,46.67568,-92.10339,46.67568,-92.10339,48,14,W
581,SUWS011898,46.636370 N, 92.103740 W,46.63637,-92.10374,46.63637,-92.10374,48,14,W
582,SUWS011899,46.636370 N, 92.103740 W,46.63637,-92.10374,46.63637,-92.10374,48,14,W
583,SUWS011900,46.489860 N, 92.184140 W,46.48986,-92.18414,46.48986,-92.18414,46,15,W
584,SUWS011903,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
585,SUWS011918,46.343890 N, 91.213380 W,46.34389,-91.21338,46.34389,-91.21338,45,7,W
586,SUWS011920,46.489860 N, 92.184140 W,46.48986,-92.18414,46.48986,-92.18414,46,15,W
587,SUWS011921,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
588,SUWS011922,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
589,SUWS011923,45.125470 N, 92.671950 W,45.12547,-92.67195,45.12547,-92.67195,31,19,W
590,SUWS011938,43.652750 N, 90.223460 W,43.65275,-90.22346,43.65275,-90.22346,14,2,E
591,SUWS011939,43.652750 N, 90.223460 W,43.65275,-90.22346,43.65275,-90.22346,14,2,E
592,SUWS011940,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
593,SUWS011941,46.336890 N, 91.257970 W,46.33689,-91.25797,46.33689,-91.25797,45,7,W
594,SUWS011942,46.254130 N, 91.798520 W,46.25413,-91.79852,46.25413,-91.79852,44,11,W
595,SUWS011945,45.328610 N, 91.651000 W,45.32861,-91.651,45.32861,-91.651,33,10,W
596,SUWS011947,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
597,SUWS011948,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
598,SUWS011949,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
599,SUWS011950,44.109920 N, 87.638650 W,44.10992,-87.63865,44.10992,-87.63865,,,
600,SUWS011951,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
601,SUWS011956,46.491330 N, 92.199720 W,46.49133,-92.19972,46.49133,-92.19972,46,15,W
602,SUWS011957,46.353270 N, 91.822410 W,46.35327,-91.82241,46.35327,-91.82241,45,12,W
603,SUWS011958,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
604,SUWS011960,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
605,SUWS011961,46.315020 N, 91.323170 W,46.31502,-91.32317,46.31502,-91.32317,44,8,W
606,SUWS011962,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
607,SUWS011963,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
608,SUWS011969,46.295630 N, 91.259340 W,46.29563,-91.25934,46.29563,-91.25934,44,7,W
609,SUWS011970,46.303810 N, 91.225870 W,46.30381,-91.22587,46.30381,-91.22587,44,7,W
610,SUWS011973,46.343530 N, 91.261740 W,46.34353,-91.26174,46.34353,-91.26174,45,7,W
611,SUWS011975,46.235550 N, 91.257970 W,46.23555,-91.25797,46.23555,-91.25797,43,7,W
612,SUWS011977,45.742130 N, 92.383090 W,45.74213,-92.38309,45.74213,-92.38309,38,16,W
613,SUWS011978,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
614,SUWS011979,44.728120 N, 91.285470 W,44.72812,-91.28547,44.72812,-91.28547,26,7,W
615,SUWS011985,46.349520 N, 91.349010 W,46.34952,-91.34901,46.34952,-91.34901,45,8,W
616,SUWS011993,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
617,SUWS011994,45.967410 N, 92.363490 W,45.96741,-92.36349,45.96741,-92.36349,40,16,W
618,SUWS011996,43.838540 N, 90.166090 W,43.83854,-90.16609,43.83854,-90.16609,16,3,E
619,SUWS012000,46.633090 N, 91.720740 W,46.63309,-91.72074,46.63309,-91.72074,48,11,W
620,SUWS012007,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
621,SUWS012008,46.572850 N, 91.699910 W,46.57285,-91.69991,46.57285,-91.69991,47,11,W
622,SUWS012009,46.774660 N, 91.386570 W,46.77466,-91.38657,46.77466,-91.38657,50,8,W
623,SUWS012012,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
624,SUWS012013,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
625,SUWS012014,46.464110 N, 91.899400 W,46.46411,-91.8994,46.46411,-91.8994,46,12,W
626,SUWS012023,46.694720 N, 91.992650 W,46.69472,-91.99265,46.69472,-91.99265,49,13,W
627,SUWS012026,45.698950 N, 87.994850 W,45.69895,-87.99485,45.69895,-87.99485,37,20,E
628,SUWS012027,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
629,SUWS012028,46.553000 N, 91.576580 W,46.553,-91.57658,46.553,-91.57658,47,10,W
630,SUWS012029,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
631,SUWS012031,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
632,SUWS012032,45.967410 N, 92.363490 W,45.96741,-92.36349,45.96741,-92.36349,40,16,W
633,SUWS012033,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
634,SUWS012034,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
635,SUWS012037,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
636,SUWS012047,46.732160 N, 92.066300 W,46.73216,-92.0663,46.73216,-92.0663,49,14,W
637,SUWS012055,46.505810 N, 92.231270 W,46.50581,-92.23127,46.50581,-92.23127,47,15,W
638,SUWS012058,46.301100 N, 91.280630 W,46.3011,-91.28063,46.3011,-91.28063,44,7,W
639,SUWS012059,46.208010 N, 91.292130 W,46.20801,-91.29213,46.20801,-91.29213,43,7,W
640,SUWS012061,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
641,SUWS012067,46.675450 N, 92.148710 W,46.67545,-92.14871,46.67545,-92.14871,48,14,W
642,SUWS012070,46.596480 N, 91.343700 W,46.59648,-91.3437,46.59648,-91.3437,48,8,W
643,SUWS012072,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
644,SUWS012073,46.682110 N, 92.150820 W,46.68211,-92.15082,46.68211,-92.15082,49,14,W
645,SUWS012074,46.336890 N, 91.257970 W,46.33689,-91.25797,46.33689,-91.25797,45,7,W
646,SUWS012076,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
647,SUWS012080,46.586040 N, 91.720740 W,46.58604,-91.72074,46.58604,-91.72074,47,11,W
648,SUWS012082,46.853820 N, 91.127600 W,46.85382,-91.1276,46.85382,-91.1276,51,6,W
649,SUWS012084,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
650,SUWS012089,46.654970 N, 92.104420 W,46.65497,-92.10442,46.65497,-92.10442,48,14,W
651,SUWS012091,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
652,SUWS012094,46.718000 N, 92.055750 W,46.718,-92.05575,46.718,-92.05575,49,13,W
653,SUWS012109,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
654,SUWS012111,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
655,SUWS012115,45.934220 N, 92.361690 W,45.93422,-92.36169,45.93422,-92.36169,40,16,W
656,SUWS012118,46.489170 N, 91.554950 W,46.48917,-91.55495,46.48917,-91.55495,46,10,W
657,SUWS012130,44.313150 N, 91.910940 W,44.31315,-91.91094,44.31315,-91.91094,21,13,W
658,SUWS012137,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
659,SUWS012138,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
660,SUWS012153,43.918320 N, 90.920120 W,43.91832,-90.92012,43.91832,-90.92012,17,5,W
661,SUWS012154,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
662,SUWS012163,46.938270 N, 90.652960 W,46.93827,-90.65296,46.93827,-90.65296,52,2,W
663,SUWS012167,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
664,SUWS012169,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
665,SUWS012171,46.691110 N, 91.917310 W,46.69111,-91.91731,46.69111,-91.91731,49,12,W
666,SUWS012174,45.967410 N, 92.363490 W,45.96741,-92.36349,45.96741,-92.36349,40,16,W
667,SUWS012176,46.708010 N, 92.104080 W,46.70801,-92.10408,46.70801,-92.10408,49,14,W
668,SUWS012181,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
669,SUWS012186,44.761150 N, 92.487410 W,44.76115,-92.48741,44.76115,-92.48741,26,17,W
670,SUWS012191,46.478140 N, 90.988250 W,46.47814,-90.98825,46.47814,-90.98825,46,5,W
671,SUWS012195,45.967410 N, 92.363490 W,45.96741,-92.36349,45.96741,-92.36349,40,16,W
672,SUWS012196,45.967410 N, 92.363490 W,45.96741,-92.36349,45.96741,-92.36349,40,16,W
673,SUWS012198,46.610910 N, 91.576580 W,46.61091,-91.57658,46.61091,-91.57658,48,10,W
674,SUWS012199,46.610910 N, 91.576580 W,46.61091,-91.57658,46.61091,-91.57658,48,10,W
675,SUWS012200,46.610910 N, 91.576580 W,46.61091,-91.57658,46.61091,-91.57658,48,10,W
