"catalogNumber","county","collectedBy","t_num","t_dir","r_num","r_dir"
"SUWS010674","Douglas","Smetak, Scott",49,"N",14,"W"
"SUWS010676","Douglas","Martin, Bonita",47,"N",12,"W"
"SUWS010677","Douglas","Ojanen, Joanne M.",NA,NA,NA,NA
"SUWS010682","Douglas","Davidson, Donald W.",49,"N",13,"W"
"SUWS010683","Douglas","Davidson, Donald W.",49,"N",13,"W"
"SUWS010684","Douglas","Anderson, Jason",49,"N",14,"W"
"SUWS010685","Douglas","Smetak, Scott",49,"N",14,"W"
"SUWS010686","Douglas","Brost, Mike",49,"N",13,"W"
"SUWS010688","Douglas","Gitar, Richard D.",49,"N",14,"W"
"SUWS010689","Douglas","Ojanen, Joanne M.",49,"N",13,"W"
"SUWS010690","Douglas","Castle, R.",48,"N",11,"W"
"SUWS010691","Douglas","Ojanen, Joanne M.",NA,NA,NA,NA
"SUWS010692","Douglas","Castle, R.",49,"N",10,"W"
"SUWS010695","Bayfield","Heim, John A.",45,"N",6,"W"
"SUWS010705","Douglas","Bolender",NA,NA,NA,NA
"SUWS010706","Douglas","Bolender",NA,NA,NA,NA
"SUWS010707","Douglas","Koch, Rudy G.",47,"N",14,"W"
"SUWS010708","Douglas","Brashier",46,"N",15,"W"
"SUWS010709","Douglas","Brashier",46,"N",15,"W"
"SUWS010710","Douglas","Thomson, John W., Jr.",47,"N",14,"W"
"SUWS010714","Douglas","Brashier",46,"N",15,"W"
"SUWS010715","Douglas","Brashier",46,"N",15,"W"
"SUWS010717","Douglas","Koch, Rudy G.",49,"N",14,"W"
"SUWS010719","Douglas","Brashier",45,"N",12,"W"
"SUWS010720","Bayfield","Brashier",45,"N",8,"W"
"SUWS010721","Bayfield","Brashier",45,"N",8,"W"
"SUWS010722","Bayfield","Koch, Rudy G.",45,"N",7,"W"
"SUWS010723","Bayfield","Brashier",45,"N",8,"W"
"SUWS010724","Douglas","Thomson, John W., Jr.",49," N",10,"W"
"SUWS010725","Bayfield","Barnard",45,"N",7,"W"
"SUWS010725b","Bayfield","Lahti, Duane",46,"N",8,"W"
"SUWS010726","Burnett","Brashier",40,"N",16,"W"
"SUWS010728","Bayfield","Koch, Rudy G.",47,"N",8,"W"
"SUWS010728b","Douglas","Dennery, Ed",44,"N",12,"W"
"SUWS010730","Douglas","Koch, Rudy G.",48,"N",14,"W"
"SUWS010731","Douglas","Castle, R.",NA,NA,NA,NA
"SUWS010732","Douglas","Thomson, John W., Jr.",46," N",10,"W"
"SUWS010733","Douglas","Thomson, John W., Jr.",46," N",10,"W"
"SUWS010734","Racine","Leitner, Lawrence A.",3,"N",22,"E"
"SUWS010735","Douglas","Koch, Rudy G.",47,"N",15,"W"
"SUWS010736","Douglas","Castle, R.",47,"N",10,"W"
"SUWS010737","Douglas","Brashier",48,"N",14,"W"
"SUWS010739","Douglas","Koch, Rudy G.",47,"N",14,"W"
"SUWS010740","Douglas","Brashier",48,"N",14,"W"
"SUWS010741","Bayfield","Brost, Mike",48,"N",9,"W"
"SUWS010742","Ashland","Clements, Jimmy D.",52,"N",3,"W"
"SUWS010743","Racine","Leitner, Lawrence A.",3,"N",22,"E"
"SUWS010744","Douglas","Brashier",48,"N",14,"W"
"SUWS010745","Douglas","Thomson, John W., Jr.",48,"N",10,"W"
"SUWS010746","Douglas","Thomson, John W., Jr.",47," N",10,"W"
"SUWS010747","Douglas","Thomson, John W., Jr.",47," N",10,"W"
"SUWS010748","Douglas","Thomson, John W., Jr.",46,"N",11,"W"
"SUWS010749","Bayfield","Brashier",45,"N",8,"W"
"SUWS010751","Bayfield","Brashier",45,"N",8,"W"
"SUWS010752","Polk","Brashier",NA,NA,NA,NA
"SUWS010753","Douglas","C., E. A.",49,"N",14,"W"
"SUWS010754","Bayfield","Cornell",45,"N",8,"W"
"SUWS010755","Bayfield","Raatz",45,"N",8,"W"
"SUWS010756","Bayfield","Hjerleid",45,"N",7,"W"
"SUWS010757","Bayfield","Barnard",NA,NA,NA,NA
"SUWS010758","Bayfield","Collins",45,"N",8,"W"
"SUWS010759","Bayfield","Holden",45,"N",8,"W"
"SUWS010760","Bayfield","Muller",45,"N",8,"W"
"SUWS010761","Bayfield","Wassgren",45,"N",8,"W"
"SUWS010762","Bayfield","Hjerleid",45,"N",8,"W"
"SUWS010763","Juneau","Brashier",14,"N",2,"E"
"SUWS010764","Bayfield","Brashier",45,"N",8,"W"
"SUWS010765","Douglas","Collinson, Keith",49,"N",14,"W"
"SUWS010766","Douglas","Mitchell, John A.",NA,NA,NA,NA
"SUWS010767","Douglas","Brashier",46,"N",15,"W"
"SUWS010768","Douglas","Brashier",NA,NA,NA,NA
"SUWS010769","Douglas","Koch, Rudy G.",49,"N",13,"W"
"SUWS010770","Douglas","Castle, R.",49,"N",10,"W"
"SUWS010771","Douglas","Thomson, John W., Jr.",48," N",10,"W"
"SUWS010772","Douglas","Thomson, John W., Jr.",46,"N",10,"W"
"SUWS010773","Douglas","Thomson, John W., Jr.",48,"N",12,"W"
"SUWS010774","Douglas","Bolender",NA,NA,NA,NA
"SUWS010775","Richland","Koch, Rudy G.",9,"N",2,"W"
"SUWS010777","Douglas","Koch, Rudy G.",48,"N",12,"W"
"SUWS010778","Burnett","Johnson, R.",NA,NA,NA,NA
"SUWS010779","Bayfield","Cornell",45,"N",7,"W"
"SUWS010780","Bayfield","Valaskey",45,"N",8,"W"
"SUWS010781","Bayfield","Brashier",45,"N",8,"W"
"SUWS010782","Bayfield","Muller",45,"N",7,"W"
"SUWS010783","Douglas","Thomson, John W., Jr.",46," N",11,"W"
"SUWS010784","Burnett","Brashier",40,"N",16,"W"
"SUWS010785","Bayfield","Brashier",45,"N",8,"W"
"SUWS010786","Bayfield","Brashier",45,"N",8,"W"
"SUWS010789","Bayfield","Smith",45,"N",8,"W"
"SUWS010790","Bayfield","Holden",45,"N",8,"W"
"SUWS010791","Douglas","Shaw, Merton R.",NA,NA,NA,NA
"SUWS010792","Bayfield","Barnard",45,"N",8,"W"
"SUWS010793","Bayfield","Hjerleid",44,"N",8,"W"
"SUWS010794","Douglas","Stackler, Susan",46,"N",15,"W"
"SUWS010795","Douglas","Brashier",48,"N",14,"W"
"SUWS010796","Pepin","Brashier",23,"N",15,"W"
"SUWS010797","Juneau","Brashier",14,"N",2,"E"
"SUWS010798","Pepin","Brashier",23,"N",15,"W"
"SUWS010800","Douglas","Mitchell, John A.",46,"N",10,"W"
"SUWS010801","Douglas","Staupe, Jane",49,"N",14,"W"
"SUWS010803","Douglas","Thomson, John W., Jr.",47,"N",14,"W"
"SUWS010805","Oconto","Brashier",27,"N",20,"E"
"SUWS010809","Douglas","Castle, R.",47,"N",10,"W"
"SUWS010810","Douglas","Castle, R.",NA,NA,NA,NA
"SUWS010812","Douglas","Thomson, John W., Jr.",49," N",10,"W"
"SUWS010813","Douglas","Castle, R.",NA,NA,NA,NA
"SUWS010814","Bayfield","Heim, John A.",45,"N",6,"W"
"SUWS010815","Douglas","Thomson, John W., Jr.",46," N",11,"W"
"SUWS010816","Bayfield","Collins",NA,NA,NA,NA
"SUWS010817","Bayfield","Cornell",45,"N",8,"W"
"SUWS010818","Douglas","Koch, Rudy G.",49,"N",13,"W"
"SUWS010824","St. Croix","Holden",29,"N",19,"W"
"SUWS010825","Jackson","Thomson, John W., Jr.",NA,NA,NA,NA
"SUWS010827","Douglas","Koch, Rudy G.",43,"N",15,"W"
"SUWS010828","Douglas","Thomson, John W., Jr.",47,"N",14,"W"
"SUWS010829","Vilas","McGovern, Scott",40,"N",7,"E"
"SUWS010830","Bayfield","Mitchell, John A.",45,"N",8,"W"
"SUWS010831","Douglas","Thomson, John W., Jr.",48," N",10,"W"
"SUWS010832","Bayfield","Mitchell, John A.",45,"N",8,"W"
"SUWS010833","Bayfield","Brashier",45,"N",8,"W"
"SUWS010834","Douglas","Thomson, John W., Jr.",46,"N",10,"W"
"SUWS010835","Douglas","Thomson, John W., Jr.",48," N",13,"W"
"SUWS010836","Douglas","Brashier",NA,NA,NA,NA
"SUWS010837","Douglas","Koch, Rudy G.",47,"N",10,"W"
"SUWS010838","Bayfield","Barnard",46,"N",5,"W"
"SUWS010839","Douglas","Stackler, Susan",46,"N",15,"W"
"SUWS010840","Douglas","Martin, Bonita",47,"N",12,"W"
"SUWS010843","Douglas","Sima, Bessie R.",49,"N",14,"W"
"SUWS010844","Bayfield","Holden",44,"N",8,"W"
"SUWS010845","Polk","Brashier",NA,NA,NA,NA
"SUWS010846","Bayfield","Cornell",NA,NA,NA,NA
"SUWS010847","Bayfield","Hjerleid",44,"N",8,"W"
"SUWS010849","Douglas","Brashier",49,"N",14,"W"
"SUWS010850","Douglas","Thomson, John W., Jr.",48,"N",14,"W"
"SUWS010851","Douglas","Thomson, John W., Jr.",48," N",13,"W"
"SUWS010852","Douglas","Thomson, John W., Jr.",47,"N",14,"W"
"SUWS010853","Douglas","Thomson, John W., Jr.",NA,NA,NA,NA
"SUWS010854","Bayfield","Lahti, Duane",50,"N",7,"W"
"SUWS010855","Douglas","Smetak, Scott",48,"N",14,"W"
"SUWS010856","Bayfield","Brashier",45,"N",8,"W"
"SUWS010857","Bayfield","Collins",NA,NA,NA,NA
"SUWS010858","Douglas","Thomson, John W., Jr.",46," N",11,"W"
"SUWS010859","Bayfield","Cornell",46,"N",5,"W"
"SUWS010860","Bayfield","Holden",46,"N",5,"W"
"SUWS010861","Douglas","Thomson, John W., Jr.",49,"N",12,"W"
"SUWS010862","Douglas","Brashier",48,"N",14,"W"
"SUWS010863","Bayfield","Cornell",45,"N",8,"W"
"SUWS010864","Bayfield","Barnard",46,"N",5,"W"
"SUWS010865","Douglas","Koch, Rudy G.",47,"N",15,"W"
"SUWS010866","Douglas","Stackler, Susan",45,"N",15,"W"
"SUWS010868","Oconto","Brashier",27,"N",20,"E"
"SUWS010869","Bayfield","Brashier",45,"N",7,"W"
"SUWS010870","Douglas","Stackler, Susan",47,"N",15,"W"
"SUWS010871","Douglas","Thomson, John W., Jr.",48," N",10,"W"
"SUWS010872","Douglas","Thomson, John W., Jr.",49,"N",13,"W"
"SUWS010873","Douglas","Brashier",46,"N",15,"W"
"SUWS010874","Douglas","Stackler, Susan",46,"N",15,"W"
"SUWS010875","Douglas","Castle, R.",47,"N",10,"W"
"SUWS010876","Bayfield","Brashier",45,"N",8,"W"
"SUWS010878","Douglas","Mitchell, John A.",46,"N",10,"W"
"SUWS010879","Douglas","Koch, Rudy G.",44,"N",11,"W"
"SUWS010885","La Crosse","Swanson, Steven D.",16,"N",8,"W"
"SUWS010886","Douglas","Castle, R.",43,"N",14,"W"
"SUWS010887","Douglas","Castle, R.",47,"N",10,"W"
"SUWS010888","Douglas","Stackler, Susan",46,"N",15,"W"
"SUWS010889","Douglas","Shaw, Merton R.",47,"N",14,"W"
"SUWS010892","Douglas","Thomson, John W., Jr.",NA,NA,NA,NA
"SUWS010893","Douglas","Johnson, R.",NA,NA,NA,NA
"SUWS010896","Douglas","Koch, Rudy G.",45,"N",12,"W"
"SUWS010897","Douglas","Stackler, Susan",46,"N",15,"W"
"SUWS010898","Douglas","Koch, Rudy G.",47,"N",14,"W"
"SUWS010900","Richland","Koch, Rudy G.",11,"N",2,"W"
"SUWS010903","Sauk","Gibbons, Dean W.",11,"N",5,"E"
"SUWS010904","Chippewa","Thompson, Kathy L.",32,"N",7,"W"
"SUWS010904b","La Crosse","Nelson, C. J.",16,"N",7,"W"
"SUWS010907","Douglas","Thomson, John W., Jr.",47," N",10,"W"
"SUWS010908","Bayfield","Anderson, Jason",NA,NA,NA,NA
"SUWS010909","Douglas","Martin, Bonita",47,"N",12,"W"
"SUWS010910","Douglas","G., R. A.",49,"N",14,"W"
"SUWS010912","Washburn","Hall, Norma",NA,NA,NA,NA
"SUWS010913","Douglas","Hall, Norma",49,"N",14,"W"
"SUWS010914","La Crosse","Trapp, K.",16,"N",7,"W"
"SUWS010915","Bayfield","Brashier",45,"N",8,"W"
"SUWS010916","Bayfield","Brashier",45,"N",8,"W"
"SUWS010918","Douglas","Ludwig, Larry",49,"N",14,"W"
"SUWS010919","Douglas","G., R. A.",49,"N",14,"W"
"SUWS010920","Douglas","Hall, Norma",49,"N",14,"W"
"SUWS010924","La Crosse","Hartley, R.",15,"N",7,"W"
"SUWS010925","Douglas","Thomson, John W., Jr.",48," N",10,"W"
"SUWS010926","Douglas","Schmidt, Mike",49,"N",14,"W"
"SUWS010927","Douglas","Castle, R.",47,"N",10,"W"
"SUWS010929","Vernon","Sohmer, S. H.",14,"N",7,"W"
"SUWS010933","Douglas","Thomson, John W., Jr.",47,"N",10,"W"
"SUWS010935","Douglas","Collinson, Keith",49,"N",14,"W"
"SUWS010936","Buffalo","La Liberte, Paul",20,"N",12,"W"
"SUWS010938","Bayfield","Shaw",51,"N",6,"W"
"SUWS010939","Rock","Thomson, John W., Jr.",4,"N",12,"E"
"SUWS010940","La Crosse","Demaske, D.",15,"N",7,"W"
"SUWS010941","Douglas","Koch, Rudy G.",49,"N",13,"W"
"SUWS010942","Douglas","Dabydeen, Simon",49,"N",14,"W"
"SUWS010944","Rock","Thomson, John W., Jr.",4,"N",13,"E"
"SUWS010945","Rock","Thomson, John W., Jr.",4,"N",13,"E"
"SUWS010946","Douglas","Hall, Norma",49,"N",14,"W"
"SUWS010948","Douglas","Martin, Bonita",43,"N",11,"W"
"SUWS010949","Bayfield","Koch, Rudy G.",49,"N",5,"W"
"SUWS010950","Douglas","Koch, Rudy G.",45,"N",12,"W"
"SUWS010951","Douglas","Thomson, John W., Jr.",46," N",11,"W"
"SUWS010952","Bayfield","Wassgren",45,"N",7,"W"
"SUWS010955","Douglas","Thomson, John W., Jr.",49,"N",14,"W"
"SUWS010956","Douglas","Koch, Rudy G.",49,"N",13,"W"
"SUWS010957","Douglas","McGovern, Scott",49,"N",14,"W"
"SUWS010958","Bayfield","Vansteenburg, Jeffrey B.",43,"N",8,"W"
"SUWS010959","Bayfield","Brost, Mike",48,"N",9,"W"
"SUWS010961","Douglas","Hansen, Perky",47,"N",14,"W"
"SUWS010962","Douglas","Hall, Norma",49,"N",14,"W"
"SUWS010963","Douglas","Suneson, Verna",49,"N",14,"W"
"SUWS010964","Douglas","Thomson, John W., Jr.",46,"N",10,"W"
"SUWS010965","Douglas","Castle, R.",47,"N",11,"W"
"SUWS010966","Douglas","Thomson, John W., Jr.",46,"N",10,"W"
"SUWS010967","Douglas","Castle, R.",49,"N",10,"W"
"SUWS010968","Douglas","Thomson, John W., Jr.",48,"N",14,"W"
"SUWS010969","Douglas","Thomson, John W., Jr.",49," N",10,"W"
"SUWS010970","Douglas","Koch, Rudy G.",44,"N",10,"W"
"SUWS010971","Douglas","Suneson, Verna",49,"N",14,"W"
"SUWS010972","Bayfield","Brashier",45,"N",8,"W"
"SUWS010973","Bayfield","Brashier",45,"N",8,"W"
"SUWS010977","Bayfield","Brashier",45,"N",8,"W"
"SUWS010978","Barron","Hall, Norma",33,"N",10,"W"
"SUWS010979","Douglas","Suneson, Verna",49,"N",14,"W"
"SUWS010980","Burnett","Castle, R.",38,"N",16,"W"
"SUWS010981","Douglas","Hall, Norma",49,"N",14,"W"
"SUWS010983","Bayfield","Thomson, John W., Jr.",46,"N",9,"W"
"SUWS010984","Douglas","Thomson, John W., Jr.",47," N",10,"W"
"SUWS010994","Bayfield","Brashier",45,"N",8,"W"
"SUWS010995","Douglas","Castle, R.",47,"N",11,"W"
"SUWS010996","Douglas","Koch, Rudy G.",47,"N",14,"W"
"SUWS010997","Douglas","Hall, Norma",49,"N",14,"W"
"SUWS010998","Douglas","Suneson, Verna",49,"N",14,"W"
"SUWS010999","Bayfield","Brashier",45,"N",8,"W"
"SUWS011000","Bayfield","Brashier",45,"N",8,"W"
"SUWS011001","Douglas","Castle, R.",47,"N",11,"W"
"SUWS011002","Douglas","Thomson, John W., Jr.",46," N",11,"W"
"SUWS011003","Douglas","Castle, R.",49,"N",10,"W"
"SUWS011004","Douglas","",NA,NA,NA,NA
"SUWS011005","Douglas","G., R. A.",49,"N",14,"W"
"SUWS011006","Douglas","Koch, Rudy G.",44,"N",13,"W"
"SUWS011007","Fond du Lac","Purtell, Harriet M.",13,"N",19,"E"
"SUWS011008","Douglas","Suneson, Verna",49,"N",14,"W"
"SUWS011009","Bayfield","Brost, Mike",48,"N",9,"W"
"SUWS011014","Douglas","Davidson, Donald W.",49,"N",13,"W"
"SUWS011016","Douglas","Thomson, John W., Jr.",49,"N",13,"W"
"SUWS011017","Douglas","Hendrickson, Sue",46,"N",14,"W"
"SUWS011018","Douglas","Dabydeen, Simon",49,"N",14,"W"
"SUWS011020","Bayfield","Koch, Rudy G.",45,"N",7,"W"
"SUWS011021","Ashland","Team 6",47,"N",4,"W"
"SUWS011022","Douglas","Brost, Mike",49,"N",14,"W"
"SUWS011023","Douglas","Ojanen, Joanne M.",49,"N",14,"W"
"SUWS011024","Douglas","Thomson, John W., Jr.",48,"N",12,"W"
"SUWS011026","Douglas","Hall, Norma",49,"N",14,"W"
"SUWS011030","Douglas","Koch, Rudy G.",44,"N",14,"W"
"SUWS011031","Ashland","Team 4",47,"N",4,"W"
"SUWS011032","Ashland","Team 6",47,"N",4,"W"
"SUWS011033","Douglas","Swanson, Denny",49,"N",13,"W"
"SUWS011034","Douglas","Thomson, John W., Jr.",49,"N",14,"W"
"SUWS011035","Douglas","Thomson, John W., Jr.",47," N",10,"W"
"SUWS011036","Douglas","Bruederle, Leo P.",49,"N",13,"W"
"SUWS011038","Iron","Koch, Rudy G.",46,"N",2,"E"
"SUWS011039","Douglas","Koch, Rudy G.",44,"N",13,"W"
"SUWS011040","Douglas","Castle, R.",49,"N",10,"W"
"SUWS011041","Douglas","Schmidt, John E.",49,"N",14,"W"
"SUWS011042","Bayfield","Anderson, Jason",NA,NA,NA,NA
"SUWS011043","Douglas","Davidson, Donald W.",49,"N",13,"W"
"SUWS011044","Douglas","Davidson, Donald W.",49,"N",13,"W"
"SUWS011045","Douglas","Hansen, Perky",47,"N",14,"W"
"SUWS011047","Bayfield","Brashier",45,"N",8,"W"
"SUWS011048","Bayfield","Brashier",45,"N",8,"W"
"SUWS011049","Douglas","Olson, Patti",49,"N",13,"W"
"SUWS011050","Douglas","Brost, Mike",49,"N",14,"W"
"SUWS011051","Douglas","Staupe, Jane",NA,NA,NA,NA
"SUWS011061","Douglas","Suneson, Verna",49,"N",14,"W"
"SUWS011062","Douglas","Hall, Norma",49,"N",14,"W"
"SUWS011067","Bayfield","Brost, Mike",48,"N",9,"W"
"SUWS011069","Douglas","Castle, R.",47,"N",11,"W"
"SUWS011070","Bayfield","Brashier",45,"N",8,"W"
"SUWS011071","Bayfield","Brashier",45,"N",8,"W"
"SUWS011072","Bayfield","Brashier",45,"N",8,"W"
"SUWS011073","Douglas","Thomson, John W., Jr.",47,"N",10,"W"
"SUWS011074","Douglas","Thomson, John W., Jr.",47," N",10,"W"
"SUWS011075","Douglas","Thomson, John W., Jr.",47,"N",14,"W"
"SUWS011076","Bayfield","Brashier",45,"N",8,"W"
"SUWS011077","Douglas","Thomson, John W., Jr.",46,"N",15,"W"
"SUWS011078","Bayfield","Brashier",45,"N",8,"W"
"SUWS011079","Douglas","Stackler, Susan",47,"N",15,"W"
"SUWS011081","Douglas","Davidson, Donald W.",49,"N",13,"W"
"SUWS011082","Douglas","Davidson, Donald W.",49,"N",13,"W"
"SUWS011083","Bayfield","Brashier",45,"N",8,"W"
"SUWS011084","Bayfield","Brashier",45,"N",8,"W"
"SUWS011085","Douglas","Koch, Rudy G.",44,"N",14,"W"
"SUWS011088","Douglas","Thomson, John W., Jr.",47,"N",10,"W"
"SUWS011089","Bayfield","Koch, Rudy G.",49,"N",8,"W"
"SUWS011090","Bayfield","Brashier",45,"N",8,"W"
"SUWS011091","Bayfield","Brashier",45,"N",8,"W"
"SUWS011092","Bayfield","Brashier",45,"N",8,"W"
"SUWS011093","Douglas","Stackler, Susan",46,"N",15,"W"
"SUWS011094","Bayfield","Thomson, John W., Jr.",48,"N",9,"W"
"SUWS011101","Douglas","Thomson, John W., Jr.",47,"N",15,"W"
"SUWS011102","Douglas","Koch, Rudy G.",45,"N",12,"W"
"SUWS011104","Pierce","Brashier",26,"N",17,"W"
"SUWS011105","Juneau","Brashier",14,"N",2,"E"
"SUWS011112","Douglas","Thomson, John W., Jr.",49,"N",14,"W"
"SUWS011113","Bayfield","Brashier",45,"N",8,"W"
"SUWS011114","Douglas","Stackler, Susan",46,"N",15,"W"
"SUWS011115","Bayfield","Brashier",45,"N",8,"W"
"SUWS011116","Douglas","Thomson, John W., Jr.",49,"N",13,"W"
"SUWS011117","Douglas","Thomson, John W., Jr.",49,"N",14,"W"
"SUWS011118","Douglas","Brashier",46,"N",15,"W"
"SUWS011119","Douglas","Anderson, D.",NA,NA,NA,NA
"SUWS011120","Douglas","",45,"N",12,"W"
"SUWS011121","Douglas","Sima, Bessie R.",49,"N",14,"W"
"SUWS011122","Douglas","C., E. A.",49,"N",14,"W"
"SUWS011123","Bayfield","Hjerleid",45,"N",8,"W"
"SUWS011124","Bayfield","Brashier",45,"N",8,"W"
"SUWS011125","Bayfield","Brashier",45,"N",8,"W"
"SUWS011126","Bayfield","Brashier",45,"N",8,"W"
"SUWS011127","Douglas","Thomson, John W., Jr.",49,"N",11,"W"
"SUWS011128","Bayfield","Cornell",45,"N",8,"W"
"SUWS011129","Douglas","Koch, Rudy G.",47,"N",14,"W"
"SUWS011130","Burnett","Brashier",41,"N",15,"W"
"SUWS011132","Douglas","Mendenhall, Paula M.",49,"N",14,"W"
"SUWS011133","Douglas","Thomson, John W., Jr.",49,"N",13,"W"
"SUWS011134","Douglas","Thomson, John W., Jr.",49,"N",12,"W"
"SUWS011135","Douglas","Olson, Patti",49,"N",13,"W"
"SUWS011136","Douglas","Thomson, John W., Jr.",49,"N",13,"W"
"SUWS011137","Douglas","Bruederle, Leo P.",49,"N",13,"W"
"SUWS011138","Rock","Thomson, John W., Jr.",4,"N",12,"E"
"SUWS011143","Douglas","Thomson, John W., Jr.",49,"N",13,"W"
"SUWS011144","Douglas","Thomson, John W., Jr.",49,"N",13,"W"
"SUWS011148","Douglas","C., E. A.",49,"N",14,"W"
"SUWS011150","Douglas","Bucholdt, Norma",49,"N",13,"W"
"SUWS011151","Douglas","Thomson, John W., Jr.",49,"N",14,"W"
"SUWS011152","Rock","",4,"N",12,"E"
"SUWS011154","Douglas","Brashier",46,"N",15,"W"
"SUWS011156","Ozaukee","Leitner, Lawrence A.",10,"N",21,"E"
"SUWS011157","La Crosse","Lesperance, Patrici",15,"N",5,"W"
"SUWS011160","Douglas","Thomson, John W., Jr.",47,"N",10,"W"
"SUWS011161","Douglas","Romans",49,"N",14,"W"
"SUWS011162","Douglas","Koch, Rudy G.",49,"N",14,"W"
"SUWS011163","Douglas","Thomson, John W., Jr.",47,"N",10,"W"
"SUWS011164","Douglas","Thomson, John W., Jr.",47," N",10,"W"
"SUWS011165","Douglas","Thomson, John W., Jr.",47,"N",10,"W"
"SUWS011167","Douglas","Koch, Rudy G.",47,"N",14,"W"
"SUWS011173","Bayfield","Cornell",45,"N",8,"W"
"SUWS011174","Douglas","Hein, Elizabeth",46,"N",13,"W"
"SUWS011177","Bayfield","Cherf",45,"N",8,"W"
"SUWS011178","Bayfield","Barnard",NA,NA,NA,NA
"SUWS011179","Douglas","Dabydeen, Simon",49,"N",14,"W"
"SUWS011180","Douglas","Staupe, Jane",48,"N",10,"W"
"SUWS011181","Bayfield","Holden",45,"N",8,"W"
"SUWS011183","Bayfield","Cornell",45,"N",6,"W"
"SUWS011184","Douglas","C., E. A.",48,"N",15,"W"
"SUWS011185","Douglas","Thomson, John W., Jr.",47,"N",10,"W"
"SUWS011186","Douglas","Koch, Rudy G.",47,"N",10,"W"
"SUWS011187","Bayfield","Holden",44,"N",9,"W"
"SUWS011188","Douglas","Koch, Rudy G.",43,"N",15,"W"
"SUWS011189","Douglas","Thomson, John W., Jr.",47,"N",11,"W"
"SUWS011190","Iron","Koch, Rudy G.",46,"N",2,"E"
"SUWS011191","Douglas","Koch, Rudy G.",43,"N",11,"W"
"SUWS011192","Douglas","Koch, Rudy G.",49,"N",13,"W"
"SUWS011195","Burnett","Castle, R.",38,"N",16,"W"
"SUWS011196","Douglas","Thomson, John W., Jr.",NA,NA,NA,NA
"SUWS011197","Douglas","Thomson, John W., Jr.",47,"N",11,"W"
"SUWS011198","Bayfield","Barnard",43,"N",7,"W"
"SUWS011199","Bayfield","Hjerleid",45,"N",8,"W"
"SUWS011200","Bayfield","Holden",44,"N",8,"W"
"SUWS011201","Bayfield","Brashier",45,"N",8,"W"
"SUWS011202","Bayfield","Brashier",45,"N",8,"W"
"SUWS011203","Douglas","Koch, Rudy G.",47,"N",14,"W"
"SUWS011207","Iron","Koch, Rudy G.",46,"N",2,"E"
"SUWS011208","Douglas","Thomson, John W., Jr.",46,"N",10,"W"
"SUWS011209","Burnett","Castle, R.",NA,NA,NA,NA
"SUWS011210","Douglas","Koch, Rudy G.",49,"N",14,"W"
"SUWS011211","Polk","Brashier",NA,NA,NA,NA
"SUWS011212","Polk","Brashier",NA,NA,NA,NA
"SUWS011213","Dunn","Barnard",NA,NA,NA,NA
"SUWS011214","Ashland","Castle, R.",50,"N",2,"W"
"SUWS011216","Jackson","Thomson, John W., Jr.",NA,NA,NA,NA
"SUWS011217","Douglas","Koch, Rudy G.",47,"N",14,"W"
"SUWS011218","Juneau","Thomson, John W., Jr.",16,"N",3,"E"
"SUWS011219","Douglas","Thomson, John W., Jr.",47,"N",15,"W"
"SUWS011220","Douglas","Thomson, John W., Jr.",48,"N",14,"W"
"SUWS011221","Douglas","Thomson, John W., Jr.",49,"N",14,"W"
"SUWS011222","Douglas","Thomson, John W., Jr.",NA,NA,NA,NA
"SUWS011223","Douglas","Thomson, John W., Jr.",46,"N",11,"W"
"SUWS011224","Douglas","Castle, R.",49,"N",14,"W"
"SUWS011225","Price","Sima, Bessie R.",37,"N",1,"E"
"SUWS011227","Douglas","Cornell",NA,NA,NA,NA
"SUWS011228","Douglas","Stackler, Susan",47,"N",15,"W"
"SUWS011229","Bayfield","Holden",43,"N",7,"W"
"SUWS011230","Douglas","Castle, R.",49,"N",10,"W"
"SUWS011232","Grant","Koch, Rudy G.",8,"N",3,"W"
"SUWS011234","Bayfield","Koch, Rudy G.",52,"N",4,"W"
"SUWS011236","Douglas","Koch, Rudy G.",48,"N",12,"W"
"SUWS011237","Iron","Koch, Rudy G.",46,"N",2,"E"
"SUWS011238","Douglas","Thomson, John W., Jr.",49,"N",14,"W"
"SUWS011239","Bayfield","Brashier",45,"N",8,"W"
"SUWS011240","Douglas","Koch, Rudy G.",47,"N",14,"W"
"SUWS011241","Douglas","Brashier",48,"N",14,"W"
"SUWS011242","Bayfield","Cornell",45,"N",8,"W"
"SUWS011243","Bayfield","Holden",45,"N",8,"W"
"SUWS011244","Douglas","Thomson, John W., Jr.",45,"N",11,"W"
"SUWS011245","Douglas","Brashier",47,"N",10,"W"
"SUWS011247","Douglas","Koch, Rudy G.",49,"N",14,"W"
"SUWS011248","Douglas","Thomson, John W., Jr.",49,"N",14,"W"
"SUWS011255","Douglas","Martin, Bonita",49,"N",14,"W"
"SUWS011256","Douglas","Olson, Patti",49,"N",13,"W"
"SUWS011257","Douglas","Castle, R.",46,"N",10,"W"
"SUWS011258","Douglas","Thomson, John W., Jr.",49,"N",13,"W"
"SUWS011259","Douglas","Castle, R.",47,"N",10,"W"
"SUWS011261","Douglas","Thomson, John W., Jr.",47,"N",10,"W"
"SUWS011263","Bayfield","Brashier",45,"N",8,"W"
"SUWS011264","Bayfield","Cornell",45,"N",8,"W"
"SUWS011265","Bayfield","Hjerleid",45,"N",8,"W"
