"catalogNumber","county","collectedBy","t_num","t_dir","r_num","r_dir"
"SUWS010671","Douglas","Collins, Matt",49,"N",14,"W"
"SUWS010672","Douglas","Collins, Matt",49,"N",13,"W"
"SUWS010673","Douglas","Collins, Matt",49,"N",13,"W"
"SUWS010682","Douglas","Collins, Matt",49,"N",13,"W"
"SUWS010683","Douglas","Collins, Matt",49,"N",13,"W"
"SUWS010705","Douglas","Jones, Brashier",NA,NA,NA,NA
"SUWS010706","Douglas","Jones, Brashier",NA,NA,NA,NA
"SUWS010708","Douglas","Romans",46,"N",15,"W"
"SUWS010709","Douglas","Romans",46,"N",15,"W"
"SUWS010714","Douglas","Romans",46,"N",15,"W"
"SUWS010715","Douglas","Romans",46,"N",15,"W"
"SUWS010719","Douglas","Romans",45,"N",12,"W"
"SUWS010720","Bayfield","Gunderson",45,"N",8,"W"
"SUWS010721","Bayfield","Janowski",45,"N",8,"W"
"SUWS010723","Bayfield","Thoren",45,"N",8,"W"
"SUWS010724","Douglas","Jacobson, J. R.",49," N",10,"W"
"SUWS010725","Bayfield","Brashier",45,"N",7,"W"
"SUWS010726","Burnett","Romans",40,"N",16,"W"
"SUWS010732","Douglas","Jacobson, J. R.",46," N",10,"W"
"SUWS010737","Douglas","Romans",48,"N",14,"W"
"SUWS010740","Douglas","Romans",48,"N",14,"W"
"SUWS010744","Douglas","Romans",48,"N",14,"W"
"SUWS010747","Douglas","Jacobson, J. R.",47," N",10,"W"
"SUWS010749","Bayfield","Thoren",45,"N",8,"W"
"SUWS010751","Bayfield","Cherf",45,"N",8,"W"
"SUWS010752","Polk","Romans",NA,NA,NA,NA
"SUWS010754","Bayfield","Brashier",45,"N",8,"W"
"SUWS010755","Bayfield","Brashier",45,"N",8,"W"
"SUWS010756","Bayfield","Brashier",45,"N",7,"W"
"SUWS010757","Bayfield","Brashier",NA,NA,NA,NA
"SUWS010758","Bayfield","Brashier",45,"N",8,"W"
"SUWS010759","Bayfield","Brashier",45,"N",8,"W"
"SUWS010760","Bayfield","Brashier",45,"N",8,"W"
"SUWS010761","Bayfield","Brashier",45,"N",8,"W"
"SUWS010762","Bayfield","Brashier",45,"N",8,"W"
"SUWS010763","Juneau","Romans",14,"N",2,"E"
"SUWS010764","Bayfield","Valaskey",45,"N",8,"W"
"SUWS010767","Douglas","Romans",46,"N",15,"W"
"SUWS010768","Douglas","Romans",NA,NA,NA,NA
"SUWS010774","Douglas","Jones, Brashier",NA,NA,NA,NA
"SUWS010779","Bayfield","Brashier",45,"N",7,"W"
"SUWS010780","Bayfield","Brashier",45,"N",8,"W"
"SUWS010781","Bayfield","Cherf",45,"N",8,"W"
"SUWS010782","Bayfield","Brashier",45,"N",7,"W"
"SUWS010784","Burnett","Romans",40,"N",16,"W"
"SUWS010785","Bayfield","Gunderson",45,"N",8,"W"
"SUWS010786","Bayfield","Janowski",45,"N",8,"W"
"SUWS010789","Bayfield","Brashier",45,"N",8,"W"
"SUWS010790","Bayfield","Brashier",45,"N",8,"W"
"SUWS010792","Bayfield","Brashier",45,"N",8,"W"
"SUWS010793","Bayfield","Brashier",44,"N",8,"W"
"SUWS010795","Douglas","Romans",48,"N",14,"W"
"SUWS010796","Pepin","Romans",23,"N",15,"W"
"SUWS010797","Juneau","Romans",14,"N",2,"E"
"SUWS010798","Pepin","Romans",23,"N",15,"W"
"SUWS010805","Oconto","Romans",27,"N",20,"E"
"SUWS010812","Douglas","Jacobson, J. R.",49," N",10,"W"
"SUWS010816","Bayfield","Brashier",NA,NA,NA,NA
"SUWS010817","Bayfield","Brashier",45,"N",8,"W"
"SUWS010824","St. Croix","Brashier",29,"N",19,"W"
"SUWS010833","Bayfield","Romans",45,"N",8,"W"
"SUWS010836","Douglas","Romans",NA,NA,NA,NA
"SUWS010838","Bayfield","Brashier",46,"N",5,"W"
"SUWS010844","Bayfield","Brashier",44,"N",8,"W"
"SUWS010845","Polk","Romans",NA,NA,NA,NA
"SUWS010846","Bayfield","Brashier",NA,NA,NA,NA
"SUWS010847","Bayfield","Brashier",44,"N",8,"W"
"SUWS010849","Douglas","Romans",49,"N",14,"W"
"SUWS010856","Bayfield","Thoren",45,"N",8,"W"
"SUWS010857","Bayfield","Brashier",NA,NA,NA,NA
"SUWS010859","Bayfield","Brashier",46,"N",5,"W"
"SUWS010860","Bayfield","Brashier",46,"N",5,"W"
"SUWS010862","Douglas","Romans",48,"N",14,"W"
"SUWS010863","Bayfield","Brashier",45,"N",8,"W"
"SUWS010864","Bayfield","Brashier",46,"N",5,"W"
"SUWS010868","Oconto","Romans",27,"N",20,"E"
"SUWS010869","Bayfield","Romans",45,"N",7,"W"
"SUWS010873","Douglas","Romans",46,"N",15,"W"
"SUWS010876","Bayfield","Cherf",45,"N",8,"W"
"SUWS010904b","La Crosse","Sohmer, S. H.",16,"N",7,"W"
"SUWS010915","Bayfield","Gall",45,"N",8,"W"
"SUWS010916","Bayfield","Grage",45,"N",8,"W"
"SUWS010925","Douglas","Jacobson, J. R.",48," N",10,"W"
"SUWS010938","Bayfield","Brashier",51,"N",6,"W"
"SUWS010952","Bayfield","Brashier",45,"N",7,"W"
"SUWS010955","Douglas","Smith, C. W.",49,"N",14,"W"
"SUWS010966","Douglas","Fassett, Norman C.",46,"N",10,"W"
"SUWS010972","Bayfield","Smith",45,"N",8,"W"
"SUWS010973","Bayfield","Walvoord",45,"N",8,"W"
"SUWS010977","Bayfield","Walvoord",45,"N",8,"W"
"SUWS010994","Bayfield","Ruff",45,"N",8,"W"
"SUWS010999","Bayfield","Janowski",45,"N",8,"W"
"SUWS011000","Bayfield","Thoren",45,"N",8,"W"
"SUWS011014","Douglas","Collins, Matt",49,"N",13,"W"
"SUWS011034","Douglas","Smith, C. W.",49,"N",14,"W"
"SUWS011043","Douglas","Collins, Matt",49,"N",13,"W"
"SUWS011044","Douglas","Collins, Matt",49,"N",13,"W"
"SUWS011047","Bayfield","Grage",45,"N",8,"W"
"SUWS011048","Bayfield","Gall",45,"N",8,"W"
"SUWS011070","Bayfield","Walvoord",45,"N",8,"W"
"SUWS011071","Bayfield","Grage",45,"N",8,"W"
"SUWS011072","Bayfield","Gunderson",45,"N",8,"W"
"SUWS011074","Douglas","Jacobson, J. R.",47," N",10,"W"
"SUWS011076","Bayfield","Walvoord",45,"N",8,"W"
"SUWS011078","Bayfield","Grage",45,"N",8,"W"
"SUWS011081","Douglas","Collins, Matt",49,"N",13,"W"
"SUWS011082","Douglas","Collins, Matt",49,"N",13,"W"
"SUWS011083","Bayfield","Janowski",45,"N",8,"W"
"SUWS011084","Bayfield","Smith",45,"N",8,"W"
"SUWS011090","Bayfield","Walvoord",45,"N",8,"W"
"SUWS011091","Bayfield","Gall",45,"N",8,"W"
"SUWS011092","Bayfield","Grage",45,"N",8,"W"
"SUWS011104","Pierce","Romans",26,"N",17,"W"
"SUWS011105","Juneau","Romans",14,"N",2,"E"
"SUWS011113","Bayfield","Gunderson",45,"N",8,"W"
"SUWS011115","Bayfield","Thoren",45,"N",8,"W"
"SUWS011118","Douglas","Romans",46,"N",15,"W"
"SUWS011119","Douglas","Johnson, R.",NA,NA,NA,NA
"SUWS011123","Bayfield","Brashier",45,"N",8,"W"
"SUWS011124","Bayfield","Parrish",45,"N",8,"W"
"SUWS011125","Bayfield","Janowski",45,"N",8,"W"
"SUWS011126","Bayfield","Walvoord",45,"N",8,"W"
"SUWS011128","Bayfield","Brashier",45,"N",8,"W"
"SUWS011130","Burnett","Romans",41,"N",15,"W"
"SUWS011154","Douglas","Romans",46,"N",15,"W"
"SUWS011161","Douglas","Brashier",49,"N",14,"W"
"SUWS011173","Bayfield","Brashier",45,"N",8,"W"
"SUWS011177","Bayfield","Brashier",45,"N",8,"W"
"SUWS011178","Bayfield","Brashier",NA,NA,NA,NA
"SUWS011181","Bayfield","Brashier",45,"N",8,"W"
"SUWS011183","Bayfield","Brashier",45,"N",6,"W"
"SUWS011187","Bayfield","Brashier",44,"N",9,"W"
"SUWS011198","Bayfield","Brashier",43,"N",7,"W"
"SUWS011199","Bayfield","Brashier",45,"N",8,"W"
"SUWS011200","Bayfield","Brashier",44,"N",8,"W"
"SUWS011201","Bayfield","Janowski",45,"N",8,"W"
"SUWS011202","Bayfield","Cherf",45,"N",8,"W"
"SUWS011211","Polk","Romans",NA,NA,NA,NA
"SUWS011212","Polk","Romans",NA,NA,NA,NA
"SUWS011213","Dunn","Brashier",NA,NA,NA,NA
"SUWS011218","Juneau","Fassett, Norman C.",16,"N",3,"E"
"SUWS011227","Douglas","Brashier",NA,NA,NA,NA
"SUWS011229","Bayfield","Brashier",43,"N",7,"W"
"SUWS011238","Douglas","Smith, C. W.",49,"N",14,"W"
"SUWS011239","Bayfield","Grage",45,"N",8,"W"
"SUWS011241","Douglas","Romans",48,"N",14,"W"
"SUWS011242","Bayfield","Brashier",45,"N",8,"W"
"SUWS011243","Bayfield","Brashier",45,"N",8,"W"
"SUWS011245","Douglas","Thoren",47,"N",10,"W"
"SUWS011263","Bayfield","Grage",45,"N",8,"W"
"SUWS011264","Bayfield","Brashier",45,"N",8,"W"
"SUWS011265","Bayfield","Brashier",45,"N",8,"W"
"SUWS011266","Bayfield","Brashier",45,"N",8,"W"
"SUWS011267","Bayfield","Brashier",45,"N",8,"W"
"SUWS011269","Bayfield","Brashier",45,"N",8,"W"
"SUWS011271","Bayfield","Ruff",45,"N",8,"W"
"SUWS011273","Bayfield","Romans",45,"N",8,"W"
"SUWS011274","Bayfield","Brashier",NA,NA,NA,NA
"SUWS011275","Bayfield","Brashier",NA,NA,NA,NA
"SUWS011276","St. Croix","Romans",NA,NA,NA,NA
"SUWS011281","Douglas","C., E. A.",49,"N",14,"W"
"SUWS011285","Douglas","Romans",47,"N",14,"W"
"SUWS011288","Bayfield","Brashier",NA,NA,NA,NA
"SUWS011291","Bayfield","Brashier",45,"N",8,"W"
"SUWS011292","Bayfield","Brashier",44,"N",7,"W"
"SUWS011294","Bayfield","Brashier",45,"N",8,"W"
"SUWS011296","Bayfield","Walvoord",45,"N",8,"W"
"SUWS011302","Douglas","Romans",46,"N",15,"W"
"SUWS011304","Douglas","Romans",46,"N",15,"W"
"SUWS011306","Douglas","McC., N. V.",NA,NA,NA,NA
"SUWS011309","Bayfield","Brashier",NA,NA,NA,NA
"SUWS011316","Bayfield","Brashier",45,"N",8,"W"
"SUWS011317","Bayfield","Brashier",45,"N",8,"W"
"SUWS011319","Douglas","Romans",46,"N",15,"W"
"SUWS011320","Douglas","Romans",44,"N",14,"W"
"SUWS011321","Douglas","McC., N. V.",NA,NA,NA,NA
"SUWS011324","Bayfield","Brashier",45,"N",8,"W"
"SUWS011325","Bayfield","Brashier",45,"N",8,"W"
"SUWS011326","Bayfield","Brashier",45,"N",9,"W"
"SUWS011327","Ashland","Parrish",NA,NA,NA,NA
"SUWS011328","Douglas","Romans",46,"N",15,"W"
"SUWS011332","Bayfield","Brashier",45,"N",7,"W"
"SUWS011333","Bayfield","Brashier",45,"N",7,"W"
"SUWS011335","Douglas","Brashier",49,"N",14,"W"
"SUWS011336","Bayfield","Grage",45,"N",6,"W"
"SUWS011337","Douglas","Romans",49,"N",14,"W"
"SUWS011347","Douglas","Jacobson, J. R.",47," N",10,"W"
"SUWS011349","Bayfield","Janowski",45,"N",8,"W"
"SUWS011351","Bayfield","Smith",45,"N",8,"W"
"SUWS011365","Bayfield","Brashier",NA,NA,NA,NA
"SUWS011366","Bayfield","Romans",45,"N",8,"W"
"SUWS011367","Bayfield","Cherf",45,"N",8,"W"
"SUWS011368","Bayfield","Valaskey",45,"N",8,"W"
"SUWS011369","Bayfield","Brashier",NA,NA,NA,NA
"SUWS011374","Ashland","Smith, W. A.",48,"N",2,"W"
"SUWS011385","Douglas","Romans",46,"N",15,"W"
"SUWS011386","Douglas","Romans",48,"N",14,"W"
"SUWS011387","Douglas","Romans",48,"N",14,"W"
"SUWS011388","Douglas","Romans",46,"N",15,"W"
"SUWS011389","Douglas","Romans",46,"N",15,"W"
"SUWS011391","Douglas","Romans",45,"N",12,"W"
"SUWS011393","Douglas","Romans",48,"N",14,"W"
"SUWS011395","Douglas","Romans",44,"N",12,"W"
"SUWS011396","Door","Romans",NA,NA,NA,NA
"SUWS011401","Douglas","Romans",48,"N",14,"W"
"SUWS011406","Douglas","Brashier",45,"N",10,"W"
"SUWS011407","Washburn","Brashier",NA,NA,NA,NA
"SUWS011408","Douglas","Brashier",45,"N",10,"W"
"SUWS011409","Burnett","Castle, R.",NA,NA,NA,NA
"SUWS011410","Burnett","Romans",40,"N",16,"W"
"SUWS011411","Burnett","Romans",40,"N",16,"W"
"SUWS011415","Douglas","Romans",46,"N",15,"W"
"SUWS011421","Douglas","Romans",46,"N",15,"W"
"SUWS011423","Douglas","Romans",46,"N",15,"W"
"SUWS011424","Bayfield","Romans",45,"N",7,"W"
"SUWS011425","Burnett","Brashier",42,"N",14,"W"
"SUWS011426","Douglas","Romans",48,"N",14,"W"
"SUWS011428","Douglas","Romans",48,"N",14,"W"
"SUWS011429","Douglas","Romans",48,"N",14,"W"
"SUWS011430","Douglas","Romans",46,"N",12,"W"
"SUWS011431","Douglas","Romans",46,"N",15,"W"
"SUWS011438","Douglas","Romans",45,"N",14,"W"
"SUWS011442","Bayfield","Walvoord",45,"N",8,"W"
"SUWS011443","Bayfield","Grage",45,"N",8,"W"
"SUWS011450","Vernon","Leykom, M. F.",14,"N",7,"W"
"SUWS011455","Douglas","Collins, Matt",49,"N",13,"W"
"SUWS011456","Douglas","Collins, Matt",49,"N",13,"W"
"SUWS011468","Bayfield","Smith",45,"N",8,"W"
"SUWS011469","Bayfield","Valaskey",45,"N",8,"W"
"SUWS011470","Bayfield","Gunderson",45,"N",8,"W"
"SUWS011479","Douglas","Collins, Matt",49,"N",13,"W"
"SUWS011482","Bayfield","Brashier",45,"N",8,"W"
"SUWS011482b","Douglas","Collins, Matt",49,"N",13,"W"
"SUWS011486b","Douglas","Jacobson, J. R.",49," N",10,"W"
"SUWS011488","Vernon","Leykom, M. F.",14,"N",7,"W"
"SUWS011522","Douglas","Jacobson, J. R.",49," N",10,"W"
"SUWS011523","Douglas","Collins, Matt",49,"N",13,"W"
"SUWS011524","Douglas","Collins, Matt",49,"N",13,"W"
"SUWS011530","Douglas","Fassett, Norman C.",45,"N",11,"W"
"SUWS011532","Douglas","Jacobson, J. R.",48,"N",10,"W"
"SUWS011537","Bayfield","Romans",51,"N",6,"W"
"SUWS011545","Eau Claire","Brashier",NA,NA,NA,NA
"SUWS011546","Douglas","Romans",44,"N",11,"W"
"SUWS011547","Douglas","Jacobson, J. R.",47,"N",10,"W"
"SUWS011548","Douglas","Fassett, Norman C.",49,"N",12,"W"
"SUWS011553","Douglas","Romans",46,"N",15,"W"
"SUWS011554","Douglas","Romans",46,"N",15,"W"
"SUWS011555","Bayfield","Brashier",44,"N",8,"W"
"SUWS011557","Bayfield","Brashier",45,"N",8,"W"
"SUWS011558","Douglas","Brashier",49,"N",14,"W"
"SUWS011559","Douglas","Castle, R.",49,"N",13,"W"
"SUWS011560","Douglas","Romans",46,"N",15,"W"
"SUWS011561","Bayfield","Romans",44,"N",7,"W"
"SUWS011562","Douglas","Jacobson, J. R.",47,"N",10,"W"
"SUWS011563","St. Croix","Brashier",31,"N",19,"W"
"SUWS011564","Bayfield","Valaskey",45,"N",8,"W"
"SUWS011565","Bayfield","Brashier",43,"N",7,"W"
"SUWS011566","Bayfield","Brashier",43,"N",7,"W"
"SUWS011572","Bayfield","Brashier",45,"N",8,"W"
"SUWS011574","Bayfield","Brashier",45,"N",8,"W"
"SUWS011576","Douglas","Romans",46,"N",15,"W"
"SUWS011577","Bayfield","Parrish",45,"N",8,"W"
"SUWS011578","Bayfield","Brashier",45,"N",8,"W"
"SUWS011579","Douglas","Romans",46,"N",15,"W"
"SUWS011580","Bayfield","Brashier",45,"N",8,"W"
"SUWS011582","Marquette","Romans",16,"N",11,"E"
"SUWS011587","Douglas","Fassett, Norman C.",49,"N",14,"W"
"SUWS011590","Bayfield","Brashier",46,"N",5,"W"
"SUWS011591","Bayfield","Brashier",45,"N",8,"W"
"SUWS011598","Douglas","Romans",48,"N",10,"W"
"SUWS011605","Bayfield","Thoren",45,"N",8,"W"
"SUWS011607","Bayfield","Brashier",44,"N",7,"W"
"SUWS011610","Bayfield","Wassgren",45,"N",8,"W"
"SUWS011615","Douglas","Jacobson, J. R.",46,"N",10,"W"
"SUWS011617","Bayfield","Brashier",45,"N",7,"W"
"SUWS011618","Bayfield","Brashier",45,"N",8,"W"
"SUWS011619","Bayfield","Brashier",46,"N",5,"W"
"SUWS011621","Bayfield","Brashier",44,"N",7,"W"
"SUWS011622","Bayfield","Brashier",45,"N",7,"W"
"SUWS011623","Bayfield","Brashier",45,"N",8,"W"
"SUWS011624","Bayfield","Thoren",45,"N",8,"W"
"SUWS011625","Bayfield","Cherf",45,"N",8,"W"
"SUWS011628","Bayfield","Brashier",45,"N",8,"W"
"SUWS011630","Douglas","Romans",48,"N",14,"W"
"SUWS011631","Douglas","Brashier",49,"N",13,"W"
"SUWS011632","St. Croix","Romans",31,"N",19,"W"
"SUWS011649","Bayfield","Brashier",NA,NA,NA,NA
"SUWS011663","Douglas","Romans",46,"N",15,"W"
"SUWS011669","Douglas","Johnson, R.",46,"N",13,"W"
"SUWS011674","Bayfield","Brashier",NA,NA,NA,NA
"SUWS011675","Ashland","Brashier",44,"N",2,"W"
"SUWS011676","Bayfield","Walvoord",45,"N",8,"W"
"SUWS011689","Bayfield","Grage",45,"N",8,"W"
"SUWS011690","Douglas","Romans",46,"N",15,"W"
"SUWS011694","Washburn","Brashier",NA,NA,NA,NA
"SUWS011706","Bayfield","Walvoord",45,"N",8,"W"
"SUWS011707","Washburn","Brashier",NA,NA,NA,NA
"SUWS011713","Bayfield","Brashier",NA,NA,NA,NA
"SUWS011715","Douglas","Romans",48,"N",14,"W"
"SUWS011720","Douglas","Romans",46,"N",15,"W"
"SUWS011722","Bayfield","Brashier",45,"N",8,"W"
"SUWS011723","Bayfield","Thoren",45,"N",8,"W"
"SUWS011727","Bayfield","Brashier",45,"N",8,"W"
"SUWS011731","Bayfield","Brashier",45,"N",7,"W"
"SUWS011733","Bayfield","Brashier",45,"N",8,"W"
"SUWS011734","Bayfield","Brashier",45,"N",8,"W"
"SUWS011736","Bayfield","Brashier",45,"N",7,"W"
"SUWS011738","Bayfield","Brashier",45,"N",8,"W"
"SUWS011740","Douglas","Romans",46,"N",15,"W"
"SUWS011741","Bayfield","Brashier",45,"N",8,"W"
"SUWS011754","Douglas","Romans",48,"N",14,"W"
"SUWS011755","Douglas","Romans",48,"N",14,"W"
"SUWS011756","Douglas","Johnson, R.",45,"N",11,"W"
"SUWS011758","Bayfield","Brashier",NA,NA,NA,NA
"SUWS011759","Bayfield","Brashier",NA,NA,NA,NA
"SUWS011760","Bayfield","Walvoord",47,"N",8,"W"
"SUWS011761","Bayfield","Brashier",47,"N",8,"W"
"SUWS011762","Bayfield","Smith",47,"N",8,"W"
"SUWS011763","Bayfield","Cherf",45,"N",8,"W"
"SUWS011764","Bayfield","Brashier",NA,NA,NA,NA
"SUWS011765","Bayfield","Brashier",44,"N",7,"W"
"SUWS011766","Bayfield","Grage",47,"N",8,"W"
"SUWS011769","Bayfield","Thoren",45,"N",8,"W"
"SUWS011770","Bayfield","Valaskey",45,"N",8,"W"
"SUWS011772","Douglas","Romans",48,"N",12,"W"
"SUWS011779","Douglas","Rounce",49,"N",14,"W"
"SUWS011781","Bayfield","Thoren",45,"N",8,"W"
"SUWS011782","Bayfield","Brashier",NA,NA,NA,NA
"SUWS011783","Bayfield","Romans",45,"N",8,"W"
"SUWS011785","Bayfield","Brashier",NA,NA,NA,NA
"SUWS011790","Douglas","Romans",48,"N",14,"W"
"SUWS011792","Bayfield","Brashier",NA,NA,NA,NA
"SUWS011795","Bayfield","Brashier",45,"N",8,"W"
"SUWS011797","Bayfield","Brashier",45,"N",7,"W"
"SUWS011798","Bayfield","Brashier",45,"N",8,"W"
"SUWS011800","Douglas","Romans",48,"N",14,"W"
"SUWS011803","Bayfield","Valaskey",45,"N",8,"W"
"SUWS011804","Bayfield","Thoren",45,"N",8,"W"
"SUWS011805","Bayfield","Brashier",45,"N",8,"W"
"SUWS011809","Douglas","Romans",47,"N",10,"W"
"SUWS011810","Bayfield","Brashier",NA,NA,NA,NA
"SUWS011811","Bayfield","Brashier",45,"N",8,"W"
"SUWS011813","Bayfield","Valaskey",45,"N",8,"W"
"SUWS011814","Bayfield","Walvoord",45,"N",8,"W"
"SUWS011815","Douglas","Smith, C. W.",49,"N",14,"W"
"SUWS011816","Bayfield","Brashier",45,"N",8,"W"
"SUWS011822","Douglas","Brashier",49,"N",14,"W"
"SUWS011824","Douglas","Brashier",NA,NA,NA,NA
"SUWS011826","Douglas","Romans",46,"N",15,"W"
"SUWS011827","Douglas","Romans",46,"N",15,"W"
"SUWS011828","Bayfield","Brashier",45,"N",8,"W"
"SUWS011829","Bayfield","Janowski",45,"N",8,"W"
"SUWS011831","Douglas","Jacobson, J. R.",47,"N",10,"W"
"SUWS011843","Douglas","Romans",48,"N",14,"W"
"SUWS011847","Douglas","Romans",46,"N",15,"W"
"SUWS011850","Douglas","Collins, Matt",NA,NA,NA,NA
"SUWS011851","Douglas","Collins, Matt",NA,NA,NA,NA
"SUWS011857","Douglas","Castle, R.",NA,NA,NA,NA
"SUWS011861","Douglas","Romans",48,"N",14,"W"
"SUWS011862","Douglas","Romans",48,"N",14,"W"
"SUWS011867","Douglas","Romans",48,"N",14,"W"
"SUWS011868","Manitowoc","Romans",18,"N",23,"E"
"SUWS011870","Douglas","Romans",46,"N",15,"W"
"SUWS011871","Bayfield","Romans",44,"N",7,"W"
"SUWS011875","Douglas","Johnson, R.",45,"N",11,"W"
"SUWS011877","Douglas","Castle, R.",NA,NA,NA,NA
"SUWS011878","Douglas","Jacobson, J. R.",47,"N",10,"W"
"SUWS011881","Douglas","Romans",48,"N",14,"W"
"SUWS011886","Douglas","Brashier",NA,NA,NA,NA
"SUWS011892","Douglas","Jacobson, J. R.",46,"N",10,"W"
"SUWS011895","Bayfield","Brashier",NA,NA,NA,NA
"SUWS011896","Douglas","Romans",44,"N",12,"W"
"SUWS011898","Douglas","Romans",48,"N",14,"W"
"SUWS011899","Douglas","Romans",48,"N",14,"W"
"SUWS011900","Douglas","Romans",46,"N",15,"W"
"SUWS011903","Bayfield","Walvoord",45,"N",8,"W"
"SUWS011906","Douglas","Collins, Matt",49,"N",13,"W"
"SUWS011917","Bayfield","Brashier",NA,NA,NA,NA
"SUWS011918","Bayfield","Brashier",45,"N",7,"W"
"SUWS011920","Douglas","Brashier",46,"N",15,"W"
"SUWS011921","Bayfield","Thoren",45,"N",8,"W"
"SUWS011922","Bayfield","Cherf",45,"N",8,"W"
"SUWS011923","St. Croix","Romans",31,"N",19,"W"
"SUWS011925","Douglas","Jacobson, J. R.",49," N",10,"W"
"SUWS011937","Bayfield","Brashier",NA,NA,NA,NA
"SUWS011938","Juneau","Romans",14,"N",2,"E"
"SUWS011939","Juneau","Romans",14,"N",2,"E"
"SUWS011940","Bayfield","Brashier",45,"N",8,"W"
"SUWS011941","Bayfield","Brashier",45,"N",7,"W"
"SUWS011942","Douglas","Romans",44,"N",11,"W"
"SUWS011947","Bayfield","Brashier",45,"N",8,"W"
"SUWS011948","Bayfield","Brashier",45,"N",8,"W"
"SUWS011949","Bayfield","Brashier",45,"N",8,"W"
"SUWS011950","Manitowoc","Romans",NA,NA,NA,NA
"SUWS011951","Bayfield","Grage",45,"N",8,"W"
"SUWS011956","Douglas","Collins",46,"N",15,"W"
"SUWS011957","Douglas","Romans",45,"N",12,"W"
"SUWS011958","Bayfield","Romans",45,"N",8,"W"
"SUWS011959","Bayfield","Brashier",NA,NA,NA,NA
"SUWS011960","Bayfield","Brashier",45,"N",8,"W"
"SUWS011961","Bayfield","Brashier",44,"N",8,"W"
"SUWS011962","Bayfield","Brashier",45,"N",8,"W"
"SUWS011963","Bayfield","Parrish",45,"N",8,"W"
"SUWS011968","Bayfield","Brashier",NA,NA,NA,NA
"SUWS011969","Bayfield","Brashier",44,"N",7,"W"
"SUWS011970","Bayfield","Brashier",44,"N",7,"W"
"SUWS011973","Bayfield","Romans",45,"N",7,"W"
"SUWS011975","Bayfield","Brashier",43,"N",7,"W"
"SUWS011979","Eau Claire","Brashier",26,"N",7,"W"
"SUWS011984","Bayfield","Brashier",45,"N",9,"W"
"SUWS011985","Bayfield","Brashier",45,"N",8,"W"
"SUWS011989","Ashland","Romans",NA,NA,NA,NA
"SUWS011990","Bayfield","Brashier",NA,NA,NA,NA
"SUWS011991","Ashland","Gall",NA,NA,NA,NA
"SUWS011993","Bayfield","Brashier",45,"N",8,"W"
"SUWS011994","Burnett","Romans",40,"N",16,"W"
"SUWS011995","Pepin","Romans",NA,NA,NA,NA
"SUWS011997","Bayfield","Brashier",NA,NA,NA,NA
"SUWS012005","Douglas","Fassett, Norman C.",48,"N",10,"W"
"SUWS012007","Bayfield","Walvoord",45,"N",8,"W"
"SUWS012012","Bayfield","Gall",45,"N",8,"W"
"SUWS012013","Bayfield","Janowski",45,"N",8,"W"
"SUWS012014","Douglas","Romans",46,"N",12,"W"
"SUWS012015","Douglas","Collins, Matt",49,"N",13,"W"
"SUWS012016","Douglas","Collins, Matt",49,"N",13,"W"
"SUWS012017","Douglas","Collins, Matt",49,"N",13,"W"
"SUWS012018","Douglas","Collins, Matt",49,"N",13,"W"
"SUWS012019","Douglas","Collins, Matt",49,"N",13,"W"
"SUWS012020","Douglas","Collins, Matt",49,"N",13,"W"
"SUWS012021","Douglas","Collins, Matt",49,"N",13,"W"
"SUWS012022","Douglas","Collins, Matt",49,"N",13,"W"
"SUWS012026","Marinette","Romans",37,"N",20,"E"
"SUWS012027","Bayfield","Gall",45,"N",8,"W"
"SUWS012029","Bayfield","Janowski",45,"N",8,"W"
"SUWS012031","Bayfield","Walvoord",45,"N",8,"W"
"SUWS012032","Burnett","Romans",40,"N",16,"W"
"SUWS012037","Bayfield","Gall",45,"N",8,"W"
"SUWS012039","Douglas","Collins, Matt",49,"N",13,"W"
"SUWS012040","Douglas","Collins, Matt",49,"N",13,"W"
"SUWS012041","Douglas","Collins, Matt",49,"N",13,"W"
"SUWS012042","Douglas","Collins, Matt",49,"N",13,"W"
"SUWS012043","Douglas","Collins, Matt",49,"N",13,"W"
"SUWS012045","Douglas","Collins, Matt",49,"N",13,"W"
"SUWS012046","Douglas","Collins, Matt",49,"N",13,"W"
"SUWS012047","Douglas","Smith, C. W.",49,"N",14,"W"
"SUWS012053","Polk","Romans",NA,NA,NA,NA
"SUWS012058","Bayfield","Brashier",44,"N",7,"W"
"SUWS012059","Bayfield","Brashier",43,"N",7,"W"
"SUWS012072","Bayfield","Brashier",45,"N",8,"W"
"SUWS012074","Bayfield","Brashier",45,"N",7,"W"
"SUWS012076","Bayfield","Gunderson",45,"N",8,"W"
"SUWS012082","Bayfield","Romans",51,"N",6,"W"
"SUWS012083","Douglas","Romans",47,"N",14,"W"
"SUWS012084","Bayfield","Gall",45,"N",8,"W"
"SUWS012089","Douglas","Romans",48,"N",14,"W"
"SUWS012091","Bayfield","Brashier",45,"N",8,"W"
"SUWS012098","Ashland","Walvoord",NA,NA,NA,NA
"SUWS012099","Ashland","Raatz",NA,NA,NA,NA
"SUWS012101","Douglas","Collins, Matt",49,"N",13,"W"
"SUWS012102","Douglas","Collins, Matt",49,"N",13,"W"
"SUWS012107","Bayfield","Thoren",NA,NA,NA,NA
"SUWS012108","Douglas","Bruederle, Leo P.",49,"N",13,"W"
"SUWS012110","Douglas","Romans",NA,NA,NA,NA
