"catalogNumber","t_num","t_dir","r_num","r_dir"
"SUWS015373",45,"N",8,"W"
"SUWS015374",45,"N",8,"W"
"SUWS015375",44,"N",7,"W"
"SUWS015378",45,"N",8,"W"
"SUWS015379",49,"N",10,"W"
"SUWS015386",49,"N",14,"W"
"SUWS015387",48,"N",13,"W"
"SUWS015389",45,"N",8,"W"
"SUWS015390",46,"N",11,"W"
"SUWS015391",49,"N",10,"W"
"SUWS015392",49,"N",10,"W"
"SUWS015393",47,"N",10,"W"
"SUWS015394",48,"N",12,"W"
"SUWS015395",49,"N",14,"W"
"SUWS015396",47,"N",12,"W"
"SUWS015398",47,"N",15,"W"
"SUWS015399",49,"N",14,"W"
"SUWS015400",46,"N",9,"W"
"SUWS015401",46,"N",10,"W"
"SUWS015402",49,"N",10,"W"
"SUWS015403",47,"N",10,"W"
"SUWS015404",47,"N",10,"W"
"SUWS015405",49,"N",13,"W"
"SUWS015409",49,"N",14,"W"
"SUWS015412",47,"N",10,"W"
"SUWS015415",49,"N",10,"W"
"SUWS015418",48,"N",12,"W"
"SUWS015420",46,"N",15,"W"
"SUWS015421",19,"N",9,"W"
"SUWS015423",49,"N",10,"W"
"SUWS015424",47,"N",11,"W"
"SUWS015425",47,"N",10,"W"
"SUWS015429",49,"N",10,"W"
"SUWS015430",46,"N",10,"W"
"SUWS015431",45,"N",10,"W"
"SUWS015435",47,"N",10,"W"
"SUWS015436",49,"N",10,"W"
"SUWS015437",49,"N",10,"W"
"SUWS015439",49,"N",10,"W"
"SUWS015442",49,"N",14,"W"
"SUWS015443",5,"N",17,"E"
"SUWS015447",49,"N",14,"W"
"SUWS015452",46,"N",11,"W"
"SUWS015454",48,"N",10,"W"
"SUWS015455",46,"N",10,"W"
"SUWS015456",46,"N",15,"W"
"SUWS015457",46,"N",10,"W"
"SUWS015458",47,"N",14,"W"
"SUWS015459",46,"N",15,"W"
"SUWS015460",46,"N",13,"W"
"SUWS015461",46,"N",10,"W"
"SUWS015462",46,"N",10,"W"
"SUWS015463",48,"N",12,"W"
"SUWS015466",47,"N",14,"W"
"SUWS015469",45,"N",11,"W"
"SUWS015470",45,"N",12,"W"
"SUWS015471",15,"N",7,"W"
"SUWS015474",47,"N",10,"W"
"SUWS015479",49,"N",13,"W"
"SUWS015481",15,"N",7,"W"
"SUWS015482",47,"N",10,"W"
"SUWS015485",46,"N",15,"W"
"SUWS015491",49,"N",10,"W"
"SUWS015500",46,"N",10,"W"
"SUWS015507",48,"N",12,"W"
"SUWS015508",49,"N",10,"W"
"SUWS015510",48,"N",8,"W"
"SUWS015511",47,"N",10,"W"
"SUWS015515",45,"N",8,"W"
"SUWS015518",45,"N",8,"W"
"SUWS015523",49,"N",10,"W"
"SUWS015524",49,"N",13,"W"
"SUWS015526",49,"N",13,"W"
"SUWS015527",49,"N",13,"W"
"SUWS015528",49,"N",13,"W"
"SUWS015530",46,"N",11,"W"
"SUWS015537",45,"N",13,"W"
"SUWS015539",46,"N",13,"W"
"SUWS015544",45,"N",8,"W"
"SUWS015548",49,"N",13,"W"
"SUWS015549",44,"N",7,"W"
"SUWS015550",49,"N",12,"W"
"SUWS015551",47,"N",14,"W"
"SUWS015553",45,"N",9,"W"
"SUWS015554",45,"N",9,"W"
"SUWS015556",45,"N",11,"W"
"SUWS015557",44,"N",12,"W"
"SUWS015560",49,"N",13,"W"
"SUWS015566",18,"N",9,"W"
"SUWS015567",46,"N",2,"E"
"SUWS015572",47,"N",14,"W"
"SUWS015573",47,"N",14,"W"
"SUWS015574",45,"N",12,"W"
"SUWS015575",45,"N",2,"E"
"SUWS015576",47,"N",14,"W"
"SUWS015578",44,"N",2,"W"
"SUWS015579",44,"N",2,"W"
"SUWS015580",40,"N",7,"E"
"SUWS015583",17,"N",8,"W"
"SUWS015584",45,"N",8,"W"
"SUWS015585",46,"N",15,"W"
"SUWS015589",49,"N",10,"W"
"SUWS015590",42,"N",13,"W"
"SUWS015592",45,"N",8,"W"
"SUWS015599",45,"N",5,"W"
"SUWS015600",48,"N",2,"W"
"SUWS015602",49,"N",13,"W"
"SUWS015603",31,"N",19,"E"
"SUWS015605",46,"N",14,"W"
"SUWS015606",47,"N",10,"W"
"SUWS015607",44,"N",8,"W"
"SUWS015609",44,"N",8,"W"
"SUWS015611",49,"N",14,"W"
"SUWS015612",45,"N",7,"W"
"SUWS015615",47,"N",14,"W"
"SUWS015617",18,"N",9,"W"
"SUWS015618",18,"N",9,"W"
"SUWS015622",46,"N",8,"W"
"SUWS015624",18,"N",9,"W"
"SUWS015625",44,"N",8,"W"
"SUWS015626",17,"N",8,"W"
"SUWS015627",48,"N",7,"W"
"SUWS015628",46,"N",10,"W"
"SUWS015629",49,"N",3,"W"
"SUWS015631",46,"N",11,"W"
"SUWS015632",22,"N",15,"E"
"SUWS015633",45,"N",7,"W"
"SUWS015635",45,"N",7,"W"
"SUWS015638",48,"N",14,"W"
"SUWS015639",49,"N",10,"W"
"SUWS015642",18,"N",9,"W"
"SUWS015645",46,"N",2,"E"
"SUWS015646",9,"N",2,"W"
"SUWS015647",47,"N",15,"W"
"SUWS015648",49,"N",14,"W"
"SUWS015649",45,"N",11,"W"
"SUWS015650",47,"N",1,"W"
"SUWS015651",41,"N",12,"W"
"SUWS015652",47,"N",1,"W"
"SUWS015653",46,"N",8,"W"
"SUWS015654",45,"N",11,"W"
"SUWS015655",49,"N",11,"W"
"SUWS015656",45,"N",8,"W"
"SUWS015657",46,"N",10,"W"
"SUWS015658",44,"N",7,"W"
"SUWS015663",49,"N",14,"W"
"SUWS015664",41,"N",12,"W"
"SUWS015665",15,"N",6,"W"
"SUWS015666",46,"N",8,"W"
"SUWS015667",49,"N",3,"W"
"SUWS015668",45,"N",14,"W"
"SUWS015669",41,"N",16,"W"
"SUWS015671",47,"N",14,"W"
"SUWS015672",45,"N",8,"W"
"SUWS015675",45,"N",9,"W"
"SUWS015679",46,"N",8,"W"
"SUWS015680",45,"N",11,"W"
"SUWS015684",48,"N",13,"W"
"SUWS015685",47,"N",10,"W"
"SUWS015686",47,"N",10,"W"
"SUWS015692",49,"N",4,"W"
"SUWS015694",19,"N",9,"W"
"SUWS015697",44,"N",7,"W"
"SUWS015698",47,"N",14,"W"
"SUWS015699",44,"N",7,"W"
"SUWS015701",49,"N",3,"W"
"SUWS015702",18,"N",7,"W"
"SUWS015703",40,"N",1,"E"
"SUWS015704",45,"N",11,"W"
"SUWS015705",14,"N",7,"W"
"SUWS015707",15,"N",7,"W"
"SUWS015708",19,"N",11,"W"
"SUWS015709",19,"N",11,"W"
"SUWS015713",24,"N",21,"E"
"SUWS015718",49,"N",3,"W"
"SUWS015719",14,"N",7,"W"
"SUWS015720",36,"N",21,"E"
"SUWS015721",49,"N",13,"W"
"SUWS015722",47,"N",8,"W"
"SUWS015723",45,"N",8,"W"
"SUWS015724",47,"N",9,"W"
"SUWS015727",17,"N",5,"W"
"SUWS015728",48,"N",2,"W"
"SUWS015730",44,"N",2,"E"
"SUWS015732",17,"N",8,"W"
"SUWS015734",47,"N",11,"W"
"SUWS015736",46,"N",13,"W"
"SUWS015740",46,"N",7,"W"
"SUWS015741",53,"N",3,"W"
"SUWS015742",46,"N",14,"W"
"SUWS015743",46,"N",13,"W"
"SUWS015744",46,"N",15,"W"
"SUWS015745",47,"N",11,"W"
"SUWS015747",43,"N",11,"W"
"SUWS015748",47,"N",8,"W"
"SUWS015749",46,"N",8,"W"
"SUWS015750",46,"N",14,"W"
"SUWS015754",49,"N",3,"W"
"SUWS015755",51,"N",1,"W"
"SUWS015756",49,"N",13,"W"
"SUWS015757",20,"N",12,"W"
"SUWS015761",45,"N",8,"W"
"SUWS015762",46,"N",13,"W"
"SUWS015763",50,"N",8,"W"
"SUWS015764",16,"N",7,"W"
"SUWS015766",50,"N",6,"W"
"SUWS015767",45,"N",3,"E"
"SUWS015769",49,"N",13,"W"
"SUWS015770",17,"N",8,"W"
"SUWS015771",50,"N",6,"W"
"SUWS015772",49,"N",13,"W"
"SUWS015774",47,"N",10,"W"
"SUWS015777",46,"N",10,"W"
"SUWS015778",47,"N",10,"W"
"SUWS015779",48,"N",12,"W"
"SUWS015782",45,"N",10,"W"
"SUWS015783",46,"N",9,"W"
"SUWS015787",49,"N",10,"W"
"SUWS015788",49,"N",13,"W"
"SUWS015791",7,"N",7,"E"
"SUWS015792",48,"N",7,"W"
"SUWS015797",49,"N",10,"W"
"SUWS015804",15,"N",7,"W"
"SUWS015806",12,"N",16,"E"
"SUWS015807",45,"N",10,"W"
"SUWS015809",15,"N",7,"W"
"SUWS015810",49,"N",13,"W"
"SUWS015814",52,"N",5,"W"
"SUWS015815",49,"N",10,"W"
"SUWS015822",46,"N",10,"W"
"SUWS015823",49,"N",6,"W"
"SUWS015825",46,"N",2,"E"
"SUWS015826",49,"N",5,"W"
"SUWS015830",4,"N",12,"E"
"SUWS015831",10,"N",1,"E"
"SUWS015832",47,"N",10,"W"
"SUWS015833",16,"N",7,"W"
"SUWS015835",49,"N",13,"W"
"SUWS015837",49,"N",3,"W"
"SUWS015840",49,"N",13,"W"
"SUWS015841",49,"N",10,"W"
"SUWS015843",49,"N",13,"W"
"SUWS015847",14,"N",7,"W"
"SUWS015852",18,"N",9,"W"
"SUWS015854",47,"N",10,"W"
"SUWS015855",19,"N",9,"W"
"SUWS015856",16,"N",6,"W"
"SUWS015857",44,"N",2,"E"
"SUWS015858",43,"N",15,"W"
"SUWS015859",46,"N",12,"W"
"SUWS015860",51,"N",4,"W"
"SUWS015861",43,"N",11,"W"
"SUWS015862",44,"N",8,"W"
"SUWS015870",49,"N",3,"W"
"SUWS015871",42,"N",15,"W"
"SUWS015872",18,"N",9,"W"
"SUWS015873",18,"N",9,"W"
"SUWS015874",18,"N",8,"W"
"SUWS015875",8,"N",5,"E"
"SUWS015877",45,"N",7,"W"
"SUWS015878",41,"N",16,"W"
"SUWS015879",51,"N",5,"W"
"SUWS015881",14,"N",7,"W"
"SUWS015884",14,"N",7,"W"
"SUWS015885",16,"N",7,"W"
"SUWS015887",49,"N",10,"W"
"SUWS015888",17,"N",7,"W"
"SUWS015889",49,"N",14,"W"
"SUWS015890",15,"N",7,"W"
"SUWS015891",46,"N",11,"W"
"SUWS015894",18,"N",9,"W"
"SUWS015896",46,"N",9,"W"
"SUWS015897",20,"N",12,"W"
"SUWS015899",20,"N",12,"W"
"SUWS015900",14,"N",7,"W"
"SUWS015903",12,"N",19,"E"
"SUWS015904",18,"N",9,"W"
"SUWS015906",47,"N",14,"W"
"SUWS015907",46,"N",10,"W"
"SUWS015909",45,"N",3,"E"
"SUWS015910",27,"N",8,"E"
"SUWS015912",48,"N",2,"W"
"SUWS015914",15,"N",7,"W"
"SUWS015916",18,"N",9,"W"
"SUWS015917",48,"N",13,"W"
"SUWS015925",7,"N",7,"E"
"SUWS015928",8,"N",1,"E"
"SUWS015929",18,"N",9,"W"
"SUWS015930",10,"N",6,"E"
"SUWS015933",10,"N",6,"E"
"SUWS015938",3,"N",5,"W"
"SUWS015939",18,"N",9,"W"
"SUWS015940",8,"N",2,"E"
"SUWS015941",18,"N",9,"W"
"SUWS015942",18,"N",9,"W"
"SUWS015944",46,"N",15,"W"
"SUWS015945",46,"N",10,"W"
"SUWS015946",49,"N",10,"W"
"SUWS015947",50,"N",8,"W"
"SUWS015948",49,"N",10,"W"
"SUWS015949",50,"N",8,"W"
"SUWS015951",49,"N",13,"W"
"SUWS015952",49,"N",13,"W"
"SUWS015953",49,"N",10,"W"
"SUWS015954",48,"N",2,"W"
"SUWS015956",17,"N",7,"W"
"SUWS015957",49,"N",10,"W"
"SUWS015958",39,"N",1,"E"
"SUWS015959",49,"N",13,"W"
"SUWS015960",48,"N",9,"W"
"SUWS015964",49,"N",13,"W"
"SUWS015972",37,"N",11,"W"
"SUWS015976",15,"N",7,"W"
"SUWS015977",17,"N",8,"W"
"SUWS015979",46,"N",15,"W"
"SUWS015981",48,"N",9,"W"
"SUWS015993",15,"N",7,"W"
"SUWS015995",48,"N",12,"W"
"SUWS016003",46,"N",13,"W"
"SUWS016005",49,"N",14,"W"
"SUWS016006",49,"N",13,"W"
"SUWS016008",49,"N",10,"W"
"SUWS016009",48,"N",13,"W"
"SUWS016011",46,"N",1,"W"
"SUWS016013",49,"N",3,"W"
"SUWS016023",52,"N",3,"W"
"SUWS016039",46,"N",10,"W"
"SUWS016042",49,"N",10,"W"
"SUWS016043",49,"N",10,"W"
"SUWS016044",49,"N",10,"W"
"SUWS016050",46,"N",8,"W"
"SUWS016051",45,"N",12,"W"
"SUWS016052",49,"N",14,"W"
"SUWS016058",48,"N",10,"W"
"SUWS016059",46,"N",2,"E"
"SUWS016060",49,"N",5,"W"
"SUWS016061",46,"N",11,"W"
"SUWS016063",46,"N",13,"W"
"SUWS016065",49,"N",13,"W"
"SUWS016069",47,"N",14,"W"
"SUWS016070",32,"N",7,"W"
"SUWS016075",47,"N",8,"W"
"SUWS016076",46,"N",8,"W"
"SUWS016078",46,"N",15,"W"
"SUWS016080",46,"N",11,"W"
"SUWS016082",45,"N",8,"W"
"SUWS016083",45,"N",8,"W"
"SUWS016085",45,"N",8,"W"
"SUWS016086",46,"N",13,"W"
"SUWS016089",52,"N",3,"W"
"SUWS016090",44,"N",2,"E"
"SUWS016093",45,"N",8,"W"
"SUWS016095",9,"N",2,"W"
"SUWS016096",49,"N",13,"W"
"SUWS016099",49,"N",13,"W"
"SUWS016100",49,"N",13,"W"
"SUWS016101",49,"N",13,"W"
"SUWS016103",49,"N",13,"W"
"SUWS016104",49,"N",13,"W"
"SUWS016105",49,"N",13,"W"
"SUWS016106",49,"N",13,"W"
"SUWS016107",45,"N",12,"W"
"SUWS016109",49,"N",10,"W"
"SUWS016110",52,"N",2,"W"
"SUWS016113",48,"N",13,"W"
"SUWS016114",45,"N",8,"W"
"SUWS016117",52,"N",3,"W"
"SUWS016118",52,"N",3,"W"
"SUWS016130",45,"N",14,"W"
"SUWS016133",45,"N",2,"W"
"SUWS016134",16,"N",15,"E"
"SUWS016137",47,"N",8,"W"
"SUWS016138",52,"N",4,"W"
"SUWS016141",45,"N",8,"W"
"SUWS016142",49,"N",10,"W"
"SUWS016143",45,"N",12,"W"
"SUWS016147",47,"N",14,"W"
"SUWS016148",47,"N",12,"W"
"SUWS016149",46,"N",13,"W"
"SUWS016150",46,"N",15,"W"
"SUWS016152",47,"N",14,"W"
"SUWS016153",45,"N",14,"W"
"SUWS016156",18,"N",9,"W"
"SUWS016157",15,"N",5,"W"
"SUWS016158",17,"N",8,"W"
"SUWS016161",45,"N",12,"W"
"SUWS016162",18,"N",7,"W"
"SUWS016181",47,"N",10,"W"
"SUWS016186",16,"N",7,"W"
"SUWS016187",8,"N",5,"E"
"SUWS016195",46,"N",13,"W"
"SUWS016197",46,"N",11,"W"
"SUWS016198",43,"N",11,"W"
"SUWS016199",46,"N",14,"W"
"SUWS016200",46,"N",11,"W"
"SUWS016201",46,"N",10,"W"
"SUWS016202",49,"N",13,"W"
"SUWS016203",47,"N",15,"W"
"SUWS016205",46,"N",2,"E"
"SUWS016208",9,"N",2,"W"
"SUWS016224",15,"N",7,"W"
"SUWS016227",43,"N",14,"W"
"SUWS016230",18,"N",8,"W"
"SUWS016231",45,"N",7,"W"
"SUWS016233",47,"N",10,"W"
"SUWS016234",44,"N",7,"W"
"SUWS016237",46,"N",15,"W"
"SUWS016238",51,"N",3,"W"
"SUWS016240",49,"N",13,"W"
"SUWS016241",48,"N",9,"W"
"SUWS016242",46,"N",13,"W"
"SUWS016244",51,"N",3,"W"
"SUWS016245",44,"N",7,"W"
"SUWS016246",49,"N",14,"W"
"SUWS016248",46,"N",15,"W"
"SUWS016249",52,"N",3,"W"
"SUWS016254",44,"N",7,"W"
"SUWS016255",44,"N",7,"W"
"SUWS016259",46,"N",14,"W"
"SUWS016261",46,"N",10,"W"
"SUWS016262",51,"N",3,"W"
"SUWS016265",47,"N",10,"W"
"SUWS016272",45,"N",11,"W"
"SUWS016273",45,"N",11,"W"
"SUWS016274",46,"N",11,"W"
"SUWS016275",46,"N",13,"W"
"SUWS016276",44,"N",8,"W"
"SUWS016277",52,"N",3,"W"
"SUWS016278",46,"N",8,"W"
"SUWS016279",49,"N",10,"W"
"SUWS016280",47,"N",11,"W"
"SUWS016282",45,"N",11,"W"
"SUWS016283",47,"N",15,"W"
"SUWS016284",46,"N",10,"W"
"SUWS016286",49,"N",11,"W"
"SUWS016287",49,"N",13,"W"
"SUWS016288",49,"N",13,"W"
"SUWS016289",2,"N",18,"E"
"SUWS016292",46,"N",13,"W"
"SUWS016293",49,"N",14,"W"
"SUWS016294",45,"N",11,"W"
"SUWS016295",47,"N",10,"W"
"SUWS016296",48,"N",12,"W"
"SUWS016300",45,"N",10,"W"
"SUWS016301",49,"N",14,"W"
"SUWS016302",49,"N",14,"W"
"SUWS016303",49,"N",3,"W"
"SUWS016304",48,"N",12,"W"
"SUWS016305",33,"N",17,"W"
"SUWS016306",33,"N",17,"W"
"SUWS016307",33,"N",17,"W"
"SUWS016308",33,"N",17,"W"
"SUWS016309",33,"N",17,"W"
"SUWS016310",33,"N",17,"W"
"SUWS016311",33,"N",17,"W"
"SUWS016312",33,"N",17,"W"
"SUWS016313",36,"N",16,"W"
"SUWS016314",36,"N",16,"W"
"SUWS016315",36,"N",16,"W"
"SUWS016316",36,"N",16,"W"
"SUWS016317",36,"N",16,"W"
"SUWS016318",36,"N",16,"W"
"SUWS016319",36,"N",16,"W"
"SUWS016320",36,"N",16,"W"
"SUWS016321",36,"N",19,"W"
"SUWS016322",49,"N",13,"W"
"SUWS016323",49,"N",13,"W"
"SUWS016326",33,"N",17,"W"
"SUWS016327",33,"N",17,"W"
"SUWS016328",33,"N",17,"W"
"SUWS016329",33,"N",17,"W"
"SUWS016330",33,"N",17,"W"
"SUWS016331",33,"N",17,"W"
"SUWS016332",33,"N",17,"W"
"SUWS016333",33,"N",17,"W"
"SUWS016335",33,"N",17,"W"
"SUWS016336",33,"N",17,"W"
"SUWS016337",33,"N",17,"W"
"SUWS016338",33,"N",17,"W"
"SUWS016339",33,"N",17,"W"
"SUWS016340",33,"N",17,"W"
"SUWS016341",33,"N",17,"W"
"SUWS016342",33,"N",17,"W"
"SUWS016343",49,"N",13,"W"
"SUWS016344",33,"N",17,"W"
"SUWS016345",33,"N",17,"W"
"SUWS016346",32,"N",19,"W"
"SUWS016347",33,"N",17,"W"
"SUWS016348",33,"N",17,"W"
"SUWS016349",33,"N",17,"W"
"SUWS016350",36,"N",16,"W"
"SUWS016351",33,"N",17,"W"
"SUWS016352",33,"N",17,"W"
"SUWS016353",33,"N",17,"W"
"SUWS016354",33,"N",17,"W"
"SUWS016355",33,"N",17,"W"
"SUWS016356",35,"N",19,"W"
"SUWS016357",33,"N",17,"W"
"SUWS016358",33,"N",17,"W"
"SUWS016359",33,"N",17,"W"
"SUWS016360",33,"N",17,"W"
"SUWS016361",33,"N",17,"W"
"SUWS016362",32,"N",19,"W"
"SUWS016363",33,"N",17,"W"
"SUWS016365",33,"N",17,"W"
"SUWS016366",33,"N",17,"W"
"SUWS016367",33,"N",17,"W"
"SUWS016368",33,"N",17,"W"
"SUWS016369",33,"N",17,"W"
"SUWS016370",36,"N",16,"W"
"SUWS016371",36,"N",16,"W"
"SUWS016372",36,"N",16,"W"
"SUWS016373",33,"N",17,"W"
"SUWS016374",33,"N",17,"W"
"SUWS016375",36,"N",16,"W"
"SUWS016376",33,"N",17,"W"
"SUWS016377",33,"N",17,"W"
"SUWS016378",32,"N",19,"W"
"SUWS016379",33,"N",17,"W"
"SUWS016380",33,"N",17,"W"
"SUWS016381",33,"N",17,"W"
"SUWS016382",36,"N",16,"W"
"SUWS016383",33,"N",17,"W"
"SUWS016384",33,"N",17,"W"
"SUWS016385",33,"N",17,"W"
"SUWS016386",33,"N",17,"W"
"SUWS016387",33,"N",17,"W"
"SUWS016388",33,"N",17,"W"
"SUWS016389",33,"N",17,"W"
"SUWS016390",33,"N",17,"W"
"SUWS016391",33,"N",17,"W"
"SUWS016392",33,"N",17,"W"
"SUWS016393",33,"N",17,"W"
"SUWS016394",33,"N",17,"W"
"SUWS016395",33,"N",17,"W"
"SUWS016396",33,"N",17,"W"
"SUWS016397",33,"N",17,"W"
"SUWS016398",49,"N",13,"W"
"SUWS016399",33,"N",17,"W"
"SUWS016400",36,"N",19,"W"
"SUWS016401",33,"N",17,"W"
"SUWS016402",33,"N",17,"W"
"SUWS016403",36,"N",19,"W"
"SUWS016404",36,"N",16,"W"
"SUWS016405",33,"N",17,"W"
"SUWS016406",33,"N",17,"W"
"SUWS016407",33,"N",17,"W"
"SUWS016408",33,"N",17,"W"
"SUWS016409",33,"N",18,"W"
"SUWS016410",33,"N",17,"W"
"SUWS016411",33,"N",17,"W"
"SUWS016412",36,"N",16,"W"
"SUWS016413",33,"N",18,"W"
"SUWS016414",33,"N",17,"W"
"SUWS016415",33,"N",17,"W"
"SUWS016416",33,"N",17,"W"
"SUWS016417",33,"N",17,"W"
"SUWS016418",33,"N",17,"W"
"SUWS016419",36,"N",16,"W"
"SUWS016420",36,"N",16,"W"
"SUWS016421",36,"N",16,"W"
"SUWS016422",36,"N",16,"W"
"SUWS016423",36,"N",19,"W"
"SUWS016424",36,"N",19,"W"
"SUWS016425",36,"N",19,"W"
"SUWS016426",36,"N",20,"W"
"SUWS016427",36,"N",20,"W"
"SUWS016428",36,"N",20,"W"
"SUWS016429",36,"N",20,"W"
"SUWS016430",36,"N",20,"W"
"SUWS016431",36,"N",20,"W"
"SUWS016432",36,"N",20,"W"
"SUWS016433",36,"N",20,"W"
"SUWS016434",33,"N",17,"W"
"SUWS016435",33,"N",17,"W"
"SUWS016436",33,"N",17,"W"
"SUWS016437",33,"N",17,"W"
"SUWS016438",33,"N",17,"W"
"SUWS016439",49,"N",13,"W"
"SUWS016440",49,"N",13,"W"
"SUWS016441",33,"N",17,"W"
"SUWS016442",33,"N",17,"W"
"SUWS016443",36,"N",19,"W"
"SUWS016444",33,"N",17,"W"
"SUWS016445",36,"N",16,"W"
"SUWS016446",36,"N",16,"W"
"SUWS016447",36,"N",20,"W"
"SUWS016448",36,"N",20,"W"
"SUWS016449",36,"N",16,"W"
"SUWS016450",36,"N",19,"W"
"SUWS016451",36,"N",19,"W"
"SUWS016452",36,"N",19,"W"
"SUWS016453",36,"N",20,"W"
"SUWS016454",36,"N",20,"W"
"SUWS016455",33,"N",17,"W"
"SUWS016456",33,"N",17,"W"
"SUWS016457",33,"N",17,"W"
"SUWS016458",33,"N",17,"W"
"SUWS016459",36,"N",19,"W"
"SUWS016460",49,"N",13,"W"
"SUWS016461",33,"N",17,"W"
"SUWS016462",33,"N",17,"W"
"SUWS016463",33,"N",17,"W"
"SUWS016464",33,"N",17,"W"
"SUWS016465",33,"N",17,"W"
"SUWS016466",33,"N",17,"W"
"SUWS016467",33,"N",17,"W"
"SUWS016468",33,"N",17,"W"
"SUWS016469",33,"N",17,"W"
"SUWS016471",33,"N",17,"W"
"SUWS016472",36,"N",20,"W"
"SUWS016473",33,"N",17,"W"
"SUWS016474",49,"N",13,"W"
"SUWS016475",49,"N",13,"W"
"SUWS016476",49,"N",13,"W"
"SUWS016477",49,"N",13,"W"
"SUWS016478",49,"N",13,"W"
"SUWS016479",49,"N",13,"W"
"SUWS016480",49,"N",13,"W"
"SUWS016481",49,"N",14,"W"
"SUWS016482",49,"N",13,"W"
"SUWS016483",50,"N",8,"W"
"SUWS016484",49,"N",14,"W"
"SUWS016485",49,"N",14,"W"
"SUWS016487",49,"N",14,"W"
"SUWS016488",49,"N",14,"W"
"SUWS016489",49,"N",14,"W"
"SUWS016490",49,"N",14,"W"
"SUWS016491",49,"N",14,"W"
"SUWS016492",47,"N",15,"W"
"SUWS016493",47,"N",15,"W"
"SUWS016494",47,"N",15,"W"
"SUWS016495",47,"N",15,"W"
"SUWS016496",50,"N",8,"W"
"SUWS016497",50,"N",8,"W"
"SUWS016498",50,"N",8,"W"
"SUWS016499",50,"N",8,"W"
"SUWS016500",50,"N",8,"W"
"SUWS016501",50,"N",8,"W"
"SUWS016502",50,"N",8,"W"
"SUWS016503",50,"N",8,"W"
"SUWS016504",50,"N",8,"W"
"SUWS016505",50,"N",8,"W"
"SUWS016506",50,"N",8,"W"
"SUWS016507",50,"N",8,"W"
"SUWS016508",50,"N",8,"W"
"SUWS016509",50,"N",8,"W"
"SUWS016510",50,"N",8,"W"
"SUWS016511",50,"N",8,"W"
"SUWS016512",49,"N",13,"W"
"SUWS016513",50,"N",8,"W"
"SUWS016514",50,"N",8,"W"
"SUWS016515",50,"N",8,"W"
"SUWS016516",50,"N",8,"W"
"SUWS016517",50,"N",8,"W"
"SUWS016518",49,"N",13,"W"
"SUWS016519",49,"N",13,"W"
"SUWS016520",50,"N",8,"W"
"SUWS016521",50,"N",8,"W"
"SUWS016522",49,"N",13,"W"
"SUWS016523",50,"N",8,"W"
"SUWS016524",50,"N",8,"W"
"SUWS016525",50,"N",8,"W"
"SUWS016526",50,"N",8,"W"
"SUWS016527",50,"N",8,"W"
"SUWS016528",50,"N",8,"W"
"SUWS016529",50,"N",8,"W"
"SUWS016530",50,"N",8,"W"
"SUWS016531",50,"N",8,"W"
"SUWS016532",50,"N",8,"W"
"SUWS016533",50,"N",8,"W"
"SUWS016534",50,"N",8,"W"
"SUWS016535",50,"N",8,"W"
"SUWS016536",50,"N",8,"W"
"SUWS016537",50,"N",8,"W"
"SUWS016538",50,"N",8,"W"
"SUWS016539",50,"N",8,"W"
"SUWS016540",50,"N",8,"W"
"SUWS016541",50,"N",8,"W"
"SUWS016542",50,"N",8,"W"
"SUWS016543",50,"N",8,"W"
"SUWS016544",50,"N",8,"W"
"SUWS016545",50,"N",8,"W"
"SUWS016546",50,"N",8,"W"
"SUWS016558",50,"N",8,"W"
"SUWS016559",50,"N",8,"W"
"SUWS016560",50,"N",8,"W"
"SUWS016561",12,"N",20,"E"
"SUWS016562",50,"N",8,"W"
"SUWS016563",50,"N",8,"W"
"SUWS016564",50,"N",8,"W"
"SUWS016565",49,"N",13,"W"
"SUWS016566",50,"N",8,"W"
"SUWS016567",49,"N",13,"W"
"SUWS016568",50,"N",8,"W"
"SUWS016569",50,"N",8,"W"
"SUWS016570",50,"N",8,"W"
"SUWS016576",49,"N",14,"W"
"SUWS016582",47,"N",13,"W"
"SUWS016583",49,"N",14,"W"
"SUWS016585",50,"N",8,"W"
"SUWS016587",49,"N",13,"W"
"SUWS016588",49,"N",13,"W"
"SUWS016591",49,"N",13,"W"
"SUWS016592",49,"N",14,"W"
"SUWS016593",49,"N",14,"W"
"SUWS016594",49,"N",14,"W"
"SUWS016595",49,"N",14,"W"
"SUWS016600",49,"N",13,"W"
"SUWS016601",49,"N",13,"W"
"SUWS016606",49,"N",14,"W"
"SUWS016607",49,"N",14,"W"
"SUWS016608",49,"N",14,"W"
"SUWS016612",49,"N",14,"W"
"SUWS016620",49,"N",14,"W"
"SUWS016628",49,"N",14,"W"
"SUWS016629",49,"N",14,"W"
"SUWS016632",49,"N",13,"W"
"SUWS016633",49,"N",14,"W"
"SUWS016635",46,"N",15,"W"
"SUWS016636",49,"N",13,"W"
"SUWS016637",49,"N",13,"W"
"SUWS016638",49,"N",14,"W"
"SUWS016639",49,"N",13,"W"
"SUWS016647",49,"N",14,"W"
"SUWS016648",49,"N",14,"W"
"SUWS016649",49,"N",14,"W"
"SUWS016661",49,"N",14,"W"
"SUWS016664",48,"N",15,"W"
"SUWS016667",49,"N",14,"W"
"SUWS016676",49,"N",13,"W"
"SUWS016677",46,"N",15,"W"
"SUWS016678",46,"N",15,"W"
"SUWS016680",46,"N",15,"W"
"SUWS016681",46,"N",15,"W"
